"geo","sex","edu.att","age.group","year","deaths.new","pop.size","age","mx","mx.tot","pop.tot","deaths.tot","deaths_edu_prop"
"Albania","F","noEdu.primary","15-19",1978,NA,15920,15,NA,0.000632758072,139640,89,NA
"Albania","F","noEdu.primary","20-24",1978,NA,9040,20,NA,0.000949910208,118000,113,NA
"Albania","F","secondary.higher","25-29",1978,NA,77940,25,NA,0.00113984422,93540,107,NA
"Albania","F","secondary.higher","30-34",1978,NA,51000,30,NA,0.00127859098,76380,98,NA
"Albania","F","noEdu.primary","35-39",1978,NA,34880,35,NA,0.00157323158,68300,108,NA
"Albania","F","noEdu.primary","40-44",1978,NA,38780,40,NA,0.00215874964,59500,129,NA
"Albania","F","secondary.higher","45-49",1978,NA,10940,45,NA,0.00300978664,49420,149,NA
"Albania","F","secondary.higher","50-54",1978,NA,4700,50,NA,0.00402972996,42560,172,NA
"Albania","F","noEdu.primary","55-59",1978,NA,34580,55,NA,0.00574121828,36140,208,NA
"Albania","F","noEdu.primary","60-64",1978,NA,30640,60,NA,0.00981596478,31080,306,NA
"Albania","F","secondary.higher","65-69",1978,NA,60,65,NA,0.0185165424,26480,491,NA
"Albania","F","secondary.higher","70-74",1978,NA,0,70,NA,0.0346365924,20020,694,NA
"Albania","F","noEdu.primary","75-79",1978,NA,13440,75,NA,0.0632422102,13440,850,NA
"Albania","F","noEdu.primary","80-84",1978,NA,8000,80,NA,0.112099876,8000,897,NA
"Albania","F","secondary.higher","85+",1978,NA,0,85,NA,0.224028745671119,4380,982,NA
"Albania","M","secondary.higher","15-19",1978,NA,131520,15,NA,0.00092891922,146340,136,NA
"Albania","M","noEdu.primary","20-24",1978,NA,6400,20,NA,0.00146355668,123120,181,NA
"Albania","M","noEdu.primary","25-29",1978,NA,8720,25,NA,0.00177985394,98580,176,NA
"Albania","M","secondary.higher","30-34",1978,NA,68460,30,NA,0.00187533646,83660,157,NA
"Albania","M","secondary.higher","35-39",1978,NA,53140,35,NA,0.0019963619,77660,156,NA
"Albania","M","noEdu.primary","40-44",1978,NA,30720,40,NA,0.00247001908,69060,171,NA
"Albania","M","noEdu.primary","45-49",1978,NA,33960,45,NA,0.00369398178,58080,215,NA
"Albania","M","secondary.higher","50-54",1978,NA,12940,50,NA,0.0060976979,46760,286,NA
"Albania","M","secondary.higher","55-59",1978,NA,5600,55,NA,0.0102992202,36060,372,NA
"Albania","M","noEdu.primary","60-64",1978,NA,29260,60,NA,0.0176407044,31700,560,NA
"Albania","M","noEdu.primary","65-69",1978,NA,24600,65,NA,0.030517234,25480,778,NA
"Albania","M","secondary.higher","70-74",1978,NA,240,70,NA,0.0516899818,17780,920,NA
"Albania","M","secondary.higher","75-79",1978,NA,0,75,NA,0.0857625682,11060,949,NA
"Albania","M","noEdu.primary","80-84",1978,NA,5700,80,NA,0.13842197,5700,790,NA
"Albania","M","noEdu.primary","85+",1978,NA,2960,85,NA,0.243417451622069,2960,721,NA
"Albania","F","secondary.higher","15-19",1978,NA,123720,15,NA,0.000632758072,139640,89,NA
"Albania","F","secondary.higher","20-24",1978,NA,108960,20,NA,0.000949910208,118000,113,NA
"Albania","F","noEdu.primary","25-29",1978,NA,15600,25,NA,0.00113984422,93540,107,NA
"Albania","F","noEdu.primary","30-34",1978,NA,25380,30,NA,0.00127859098,76380,98,NA
"Albania","F","secondary.higher","35-39",1978,NA,33420,35,NA,0.00157323158,68300,108,NA
"Albania","F","secondary.higher","40-44",1978,NA,20720,40,NA,0.00215874964,59500,129,NA
"Albania","F","noEdu.primary","45-49",1978,NA,38480,45,NA,0.00300978664,49420,149,NA
"Albania","F","noEdu.primary","50-54",1978,NA,37860,50,NA,0.00402972996,42560,172,NA
"Albania","F","secondary.higher","55-59",1978,NA,1560,55,NA,0.00574121828,36140,208,NA
"Albania","F","secondary.higher","60-64",1978,NA,440,60,NA,0.00981596478,31080,306,NA
"Albania","F","noEdu.primary","65-69",1978,NA,26420,65,NA,0.0185165424,26480,491,NA
"Albania","F","noEdu.primary","70-74",1978,NA,20020,70,NA,0.0346365924,20020,694,NA
"Albania","F","secondary.higher","75-79",1978,NA,0,75,NA,0.0632422102,13440,850,NA
"Albania","F","secondary.higher","80-84",1978,NA,0,80,NA,0.112099876,8000,897,NA
"Albania","F","noEdu.primary","85+",1978,NA,4380,85,NA,0.224028745671119,4380,982,NA
"Albania","M","noEdu.primary","15-19",1978,NA,14820,15,NA,0.00092891922,146340,136,NA
"Albania","M","secondary.higher","20-24",1978,NA,116720,20,NA,0.00146355668,123120,181,NA
"Albania","M","secondary.higher","25-29",1978,NA,89860,25,NA,0.00177985394,98580,176,NA
"Albania","M","noEdu.primary","30-34",1978,NA,15200,30,NA,0.00187533646,83660,157,NA
"Albania","M","noEdu.primary","35-39",1978,NA,24520,35,NA,0.0019963619,77660,156,NA
"Albania","M","secondary.higher","40-44",1978,NA,38340,40,NA,0.00247001908,69060,171,NA
"Albania","M","secondary.higher","45-49",1978,NA,24120,45,NA,0.00369398178,58080,215,NA
"Albania","M","noEdu.primary","50-54",1978,NA,33820,50,NA,0.0060976979,46760,286,NA
"Albania","M","noEdu.primary","55-59",1978,NA,30460,55,NA,0.0102992202,36060,372,NA
"Albania","M","secondary.higher","60-64",1978,NA,2440,60,NA,0.0176407044,31700,560,NA
"Albania","M","secondary.higher","65-69",1978,NA,880,65,NA,0.030517234,25480,778,NA
"Albania","M","noEdu.primary","70-74",1978,NA,17540,70,NA,0.0516899818,17780,920,NA
"Albania","M","noEdu.primary","75-79",1978,NA,11060,75,NA,0.0857625682,11060,949,NA
"Albania","M","secondary.higher","80-84",1978,NA,0,80,NA,0.13842197,5700,790,NA
"Albania","M","secondary.higher","85+",1978,NA,0,85,NA,0.243417451622069,2960,721,NA
"Albania","F","noEdu.primary","15-19",1979,NA,15760,15,NA,0.000598618636,143320,86,NA
"Albania","F","noEdu.primary","20-24",1979,NA,8020,20,NA,0.000901139044,123000,111,NA
"Albania","F","secondary.higher","25-29",1979,NA,84120,25,NA,0.00108257376,97920,107,NA
"Albania","F","secondary.higher","30-34",1979,NA,55000,30,NA,0.00121366254,78140,95,NA
"Albania","F","noEdu.primary","35-39",1979,NA,33340,35,NA,0.00149707374,69400,104,NA
"Albania","F","noEdu.primary","40-44",1979,NA,38940,40,NA,0.00206734332,61900,128,NA
"Albania","F","secondary.higher","45-49",1979,NA,12420,45,NA,0.00289561022,50560,147,NA
"Albania","F","secondary.higher","50-54",1979,NA,5500,50,NA,0.00387878908,43780,170,NA
"Albania","F","noEdu.primary","55-59",1979,NA,35140,55,NA,0.00553159944,37020,205,NA
"Albania","F","noEdu.primary","60-64",1979,NA,31120,60,NA,0.00950270704,31640,301,NA
"Albania","F","secondary.higher","65-69",1979,NA,80,65,NA,0.0180294922,26840,484,NA
"Albania","F","secondary.higher","70-74",1979,NA,0,70,NA,0.0339194042,21060,715,NA
"Albania","F","noEdu.primary","75-79",1979,NA,13320,75,NA,0.0622466636,13320,830,NA
"Albania","F","noEdu.primary","80-84",1979,NA,8400,80,NA,0.110880738,8400,932,NA
"Albania","F","secondary.higher","85+",1979,NA,0,85,NA,0.223108892531612,4340,969,NA
"Albania","M","secondary.higher","15-19",1979,NA,135560,15,NA,0.00092149776,150320,139,NA
"Albania","M","noEdu.primary","20-24",1979,NA,6200,20,NA,0.00145074914,128360,187,NA
"Albania","M","noEdu.primary","25-29",1979,NA,7860,25,NA,0.00175686432,102540,181,NA
"Albania","M","secondary.higher","30-34",1979,NA,71580,30,NA,0.00184387108,84780,157,NA
"Albania","M","secondary.higher","35-39",1979,NA,55820,35,NA,0.0019566029,78580,154,NA
"Albania","M","noEdu.primary","40-44",1979,NA,30060,40,NA,0.00243135404,71480,174,NA
"Albania","M","noEdu.primary","45-49",1979,NA,33080,45,NA,0.00366524254,59540,219,NA
"Albania","M","secondary.higher","50-54",1979,NA,14820,50,NA,0.006084851,49580,302,NA
"Albania","M","secondary.higher","55-59",1979,NA,6300,55,NA,0.0103292886,36380,376,NA
"Albania","M","noEdu.primary","60-64",1979,NA,29380,60,NA,0.0177437302,32200,572,NA
"Albania","M","noEdu.primary","65-69",1979,NA,25100,65,NA,0.030709745,26140,803,NA
"Albania","M","secondary.higher","70-74",1979,NA,320,70,NA,0.0520229414,18540,965,NA
"Albania","M","secondary.higher","75-79",1979,NA,0,75,NA,0.0863145366,11080,957,NA
"Albania","M","noEdu.primary","80-84",1979,NA,6100,80,NA,0.13928795,6100,850,NA
"Albania","M","noEdu.primary","85+",1979,NA,2880,85,NA,0.244550804789442,2880,705,NA
"Albania","F","secondary.higher","15-19",1979,NA,127560,15,NA,0.000598618636,143320,86,NA
"Albania","F","secondary.higher","20-24",1979,NA,114980,20,NA,0.000901139044,123000,111,NA
"Albania","F","noEdu.primary","25-29",1979,NA,13800,25,NA,0.00108257376,97920,107,NA
"Albania","F","noEdu.primary","30-34",1979,NA,23140,30,NA,0.00121366254,78140,95,NA
"Albania","F","secondary.higher","35-39",1979,NA,36060,35,NA,0.00149707374,69400,104,NA
"Albania","F","secondary.higher","40-44",1979,NA,22960,40,NA,0.00206734332,61900,128,NA
"Albania","F","noEdu.primary","45-49",1979,NA,38140,45,NA,0.00289561022,50560,147,NA
"Albania","F","noEdu.primary","50-54",1979,NA,38280,50,NA,0.00387878908,43780,170,NA
"Albania","F","secondary.higher","55-59",1979,NA,1880,55,NA,0.00553159944,37020,205,NA
"Albania","F","secondary.higher","60-64",1979,NA,520,60,NA,0.00950270704,31640,301,NA
"Albania","F","noEdu.primary","65-69",1979,NA,26760,65,NA,0.0180294922,26840,484,NA
"Albania","F","noEdu.primary","70-74",1979,NA,21060,70,NA,0.0339194042,21060,715,NA
"Albania","F","secondary.higher","75-79",1979,NA,0,75,NA,0.0622466636,13320,830,NA
"Albania","F","secondary.higher","80-84",1979,NA,0,80,NA,0.110880738,8400,932,NA
"Albania","F","noEdu.primary","85+",1979,NA,4340,85,NA,0.223108892531612,4340,969,NA
"Albania","M","noEdu.primary","15-19",1979,NA,14760,15,NA,0.00092149776,150320,139,NA
"Albania","M","secondary.higher","20-24",1979,NA,122160,20,NA,0.00145074914,128360,187,NA
"Albania","M","secondary.higher","25-29",1979,NA,94680,25,NA,0.00175686432,102540,181,NA
"Albania","M","noEdu.primary","30-34",1979,NA,13200,30,NA,0.00184387108,84780,157,NA
"Albania","M","noEdu.primary","35-39",1979,NA,22760,35,NA,0.0019566029,78580,154,NA
"Albania","M","secondary.higher","40-44",1979,NA,41420,40,NA,0.00243135404,71480,174,NA
"Albania","M","secondary.higher","45-49",1979,NA,26460,45,NA,0.00366524254,59540,219,NA
"Albania","M","noEdu.primary","50-54",1979,NA,34760,50,NA,0.006084851,49580,302,NA
"Albania","M","noEdu.primary","55-59",1979,NA,30080,55,NA,0.0103292886,36380,376,NA
"Albania","M","secondary.higher","60-64",1979,NA,2820,60,NA,0.0177437302,32200,572,NA
"Albania","M","secondary.higher","65-69",1979,NA,1040,65,NA,0.030709745,26140,803,NA
"Albania","M","noEdu.primary","70-74",1979,NA,18220,70,NA,0.0520229414,18540,965,NA
"Albania","M","noEdu.primary","75-79",1979,NA,11080,75,NA,0.0863145366,11080,957,NA
"Albania","M","secondary.higher","80-84",1979,NA,0,80,NA,0.13928795,6100,850,NA
"Albania","M","secondary.higher","85+",1979,NA,0,85,NA,0.244550804789442,2880,705,NA
"Albania","F","noEdu.primary","15-19",1980,NA,15600,15,NA,0.0005644792,147000,83,NA
"Albania","F","noEdu.primary","20-24",1980,NA,7000,20,NA,0.00085236788,128000,110,NA
"Albania","F","secondary.higher","25-29",1980,NA,90300,25,NA,0.0010253033,102300,105,NA
"Albania","F","secondary.higher","30-34",1980,NA,59000,30,NA,0.0011487341,79900,92,NA
"Albania","F","noEdu.primary","35-39",1980,NA,31800,35,NA,0.0014209159,70500,101,NA
"Albania","F","noEdu.primary","40-44",1980,NA,39100,40,NA,0.001975937,64300,128,NA
"Albania","F","secondary.higher","45-49",1980,NA,13900,45,NA,0.0027814338,51700,144,NA
"Albania","F","secondary.higher","50-54",1980,NA,6300,50,NA,0.0037278482,45000,168,NA
"Albania","F","noEdu.primary","55-59",1980,NA,35700,55,NA,0.0053219806,37900,202,NA
"Albania","F","noEdu.primary","60-64",1980,NA,31600,60,NA,0.0091894493,32200,296,NA
"Albania","F","secondary.higher","65-69",1980,NA,100,65,NA,0.017542442,27200,478,NA
"Albania","F","secondary.higher","70-74",1980,NA,0,70,NA,0.033202216,22100,734,NA
"Albania","F","noEdu.primary","75-79",1980,NA,13200,75,NA,0.061251117,13200,809,NA
"Albania","F","noEdu.primary","80-84",1980,NA,8800,80,NA,0.1096616,8800,966,NA
"Albania","F","secondary.higher","85+",1980,NA,0,85,NA,0.222189039392106,4300,956,NA
"Albania","M","secondary.higher","15-19",1980,NA,139600,15,NA,0.0009140763,154300,142,NA
"Albania","M","noEdu.primary","20-24",1980,NA,6000,20,NA,0.0014379416,133600,193,NA
"Albania","M","noEdu.primary","25-29",1980,NA,7000,25,NA,0.0017338747,106500,185,NA
"Albania","M","secondary.higher","30-34",1980,NA,74700,30,NA,0.0018124057,85900,156,NA
"Albania","M","secondary.higher","35-39",1980,NA,58500,35,NA,0.0019168439,79500,153,NA
"Albania","M","noEdu.primary","40-44",1980,NA,29400,40,NA,0.002392689,73900,177,NA
"Albania","M","noEdu.primary","45-49",1980,NA,32200,45,NA,0.0036365033,61000,222,NA
"Albania","M","secondary.higher","50-54",1980,NA,16700,50,NA,0.0060720041,52400,319,NA
"Albania","M","secondary.higher","55-59",1980,NA,7000,55,NA,0.010359357,36700,381,NA
"Albania","M","noEdu.primary","60-64",1980,NA,29500,60,NA,0.017846756,32700,584,NA
"Albania","M","noEdu.primary","65-69",1980,NA,25600,65,NA,0.030902256,26800,829,NA
"Albania","M","secondary.higher","70-74",1980,NA,400,70,NA,0.052355901,19300,1011,NA
"Albania","M","secondary.higher","75-79",1980,NA,0,75,NA,0.086866505,11100,965,NA
"Albania","M","noEdu.primary","80-84",1980,NA,6500,80,NA,0.14015393,6500,912,NA
"Albania","M","noEdu.primary","85+",1980,NA,2800,85,NA,0.245684157956814,2800,688,NA
"Albania","F","secondary.higher","15-19",1980,NA,131400,15,NA,0.0005644792,147000,83,NA
"Albania","F","secondary.higher","20-24",1980,NA,121000,20,NA,0.00085236788,128000,110,NA
"Albania","F","noEdu.primary","25-29",1980,NA,12000,25,NA,0.0010253033,102300,105,NA
"Albania","F","noEdu.primary","30-34",1980,NA,20900,30,NA,0.0011487341,79900,92,NA
"Albania","F","secondary.higher","35-39",1980,NA,38700,35,NA,0.0014209159,70500,101,NA
"Albania","F","secondary.higher","40-44",1980,NA,25200,40,NA,0.001975937,64300,128,NA
"Albania","F","noEdu.primary","45-49",1980,NA,37800,45,NA,0.0027814338,51700,144,NA
"Albania","F","noEdu.primary","50-54",1980,NA,38700,50,NA,0.0037278482,45000,168,NA
"Albania","F","secondary.higher","55-59",1980,NA,2200,55,NA,0.0053219806,37900,202,NA
"Albania","F","secondary.higher","60-64",1980,NA,600,60,NA,0.0091894493,32200,296,NA
"Albania","F","noEdu.primary","65-69",1980,NA,27100,65,NA,0.017542442,27200,478,NA
"Albania","F","noEdu.primary","70-74",1980,NA,22100,70,NA,0.033202216,22100,734,NA
"Albania","F","secondary.higher","75-79",1980,NA,0,75,NA,0.061251117,13200,809,NA
"Albania","F","secondary.higher","80-84",1980,NA,0,80,NA,0.1096616,8800,966,NA
"Albania","F","noEdu.primary","85+",1980,NA,4300,85,NA,0.222189039392106,4300,956,NA
"Albania","M","noEdu.primary","15-19",1980,NA,14700,15,NA,0.0009140763,154300,142,NA
"Albania","M","secondary.higher","20-24",1980,NA,127600,20,NA,0.0014379416,133600,193,NA
"Albania","M","secondary.higher","25-29",1980,NA,99500,25,NA,0.0017338747,106500,185,NA
"Albania","M","noEdu.primary","30-34",1980,NA,11200,30,NA,0.0018124057,85900,156,NA
"Albania","M","noEdu.primary","35-39",1980,NA,21000,35,NA,0.0019168439,79500,153,NA
"Albania","M","secondary.higher","40-44",1980,NA,44500,40,NA,0.002392689,73900,177,NA
"Albania","M","secondary.higher","45-49",1980,NA,28800,45,NA,0.0036365033,61000,222,NA
"Albania","M","noEdu.primary","50-54",1980,NA,35700,50,NA,0.0060720041,52400,319,NA
"Albania","M","noEdu.primary","55-59",1980,NA,29700,55,NA,0.010359357,36700,381,NA
"Albania","M","secondary.higher","60-64",1980,NA,3200,60,NA,0.017846756,32700,584,NA
"Albania","M","secondary.higher","65-69",1980,NA,1200,65,NA,0.030902256,26800,829,NA
"Albania","M","noEdu.primary","70-74",1980,NA,18900,70,NA,0.052355901,19300,1011,NA
"Albania","M","noEdu.primary","75-79",1980,NA,11100,75,NA,0.086866505,11100,965,NA
"Albania","M","secondary.higher","80-84",1980,NA,0,80,NA,0.14015393,6500,912,NA
"Albania","M","secondary.higher","85+",1980,NA,0,85,NA,0.245684157956814,2800,688,NA
"Albania","F","noEdu.primary","15-19",1981,NA,15120,15,NA,0.000535324854,147420,79,NA
"Albania","F","noEdu.primary","20-24",1981,NA,6660,20,NA,0.000810850704,131700,107,NA
"Albania","F","secondary.higher","25-29",1981,NA,96320,25,NA,0.000974805582,107320,105,NA
"Albania","F","secondary.higher","30-34",1981,NA,65160,30,NA,0.001088317566,84260,92,NA
"Albania","F","noEdu.primary","35-39",1981,NA,29580,35,NA,0.00134731234,72260,98,NA
"Albania","F","noEdu.primary","40-44",1981,NA,37580,40,NA,0.00188517968,65400,124,NA
"Albania","F","secondary.higher","45-49",1981,NA,16100,45,NA,0.00266575468,54060,145,NA
"Albania","F","secondary.higher","50-54",1981,NA,7780,50,NA,0.00357357962,46160,165,NA
"Albania","F","noEdu.primary","55-59",1981,NA,36160,55,NA,0.00510642916,39160,200,NA
"Albania","F","noEdu.primary","60-64",1981,NA,32180,60,NA,0.00886643434,33080,294,NA
"Albania","F","secondary.higher","65-69",1981,NA,200,65,NA,0.0170372402,27780,474,NA
"Albania","F","secondary.higher","70-74",1981,NA,20,70,NA,0.0324642268,22500,731,NA
"Albania","F","noEdu.primary","75-79",1981,NA,14080,75,NA,0.0602597388,14080,849,NA
"Albania","F","noEdu.primary","80-84",1981,NA,8800,80,NA,0.108549226,8800,956,NA
"Albania","F","secondary.higher","85+",1981,NA,0,85,NA,0.221644149305866,4500,998,NA
"Albania","M","secondary.higher","15-19",1981,NA,140480,15,NA,0.000906170732,154840,141,NA
"Albania","M","noEdu.primary","20-24",1981,NA,6020,20,NA,0.00143269932,137520,198,NA
"Albania","M","noEdu.primary","25-29",1981,NA,6800,25,NA,0.00174084548,111720,195,NA
"Albania","M","secondary.higher","30-34",1981,NA,79480,30,NA,0.00182198334,89820,164,NA
"Albania","M","secondary.higher","35-39",1981,NA,61600,35,NA,0.00191665762,80620,155,NA
"Albania","M","noEdu.primary","40-44",1981,NA,27660,40,NA,0.00237036356,74840,178,NA
"Albania","M","noEdu.primary","45-49",1981,NA,31560,45,NA,0.00358893836,63380,228,NA
"Albania","M","secondary.higher","50-54",1981,NA,19000,50,NA,0.00600034688,53840,324,NA
"Albania","M","secondary.higher","55-59",1981,NA,8820,55,NA,0.01024141748,39420,404,NA
"Albania","M","noEdu.primary","60-64",1981,NA,29140,60,NA,0.0176508998,33020,583,NA
"Albania","M","noEdu.primary","65-69",1981,NA,25720,65,NA,0.0306182362,27260,835,NA
"Albania","M","secondary.higher","70-74",1981,NA,520,70,NA,0.0519662304,19840,1032,NA
"Albania","M","secondary.higher","75-79",1981,NA,40,75,NA,0.08636033,11620,1004,NA
"Albania","M","noEdu.primary","80-84",1981,NA,6480,80,NA,0.139561142,6480,905,NA
"Albania","M","noEdu.primary","85+",1981,NA,2900,85,NA,0.245203226020124,2900,712,NA
"Albania","F","secondary.higher","15-19",1981,NA,132300,15,NA,0.000535324854,147420,79,NA
"Albania","F","secondary.higher","20-24",1981,NA,125040,20,NA,0.000810850704,131700,107,NA
"Albania","F","noEdu.primary","25-29",1981,NA,11000,25,NA,0.000974805582,107320,105,NA
"Albania","F","noEdu.primary","30-34",1981,NA,19100,30,NA,0.001088317566,84260,92,NA
"Albania","F","secondary.higher","35-39",1981,NA,42680,35,NA,0.00134731234,72260,98,NA
"Albania","F","secondary.higher","40-44",1981,NA,27820,40,NA,0.00188517968,65400,124,NA
"Albania","F","noEdu.primary","45-49",1981,NA,37960,45,NA,0.00266575468,54060,145,NA
"Albania","F","noEdu.primary","50-54",1981,NA,38380,50,NA,0.00357357962,46160,165,NA
"Albania","F","secondary.higher","55-59",1981,NA,3000,55,NA,0.00510642916,39160,200,NA
"Albania","F","secondary.higher","60-64",1981,NA,900,60,NA,0.00886643434,33080,294,NA
"Albania","F","noEdu.primary","65-69",1981,NA,27580,65,NA,0.0170372402,27780,474,NA
"Albania","F","noEdu.primary","70-74",1981,NA,22480,70,NA,0.0324642268,22500,731,NA
"Albania","F","secondary.higher","75-79",1981,NA,0,75,NA,0.0602597388,14080,849,NA
"Albania","F","secondary.higher","80-84",1981,NA,0,80,NA,0.108549226,8800,956,NA
"Albania","F","noEdu.primary","85+",1981,NA,4500,85,NA,0.221644149305866,4500,998,NA
"Albania","M","noEdu.primary","15-19",1981,NA,14360,15,NA,0.000906170732,154840,141,NA
"Albania","M","secondary.higher","20-24",1981,NA,131500,20,NA,0.00143269932,137520,198,NA
"Albania","M","secondary.higher","25-29",1981,NA,104920,25,NA,0.00174084548,111720,195,NA
"Albania","M","noEdu.primary","30-34",1981,NA,10340,30,NA,0.00182198334,89820,164,NA
"Albania","M","noEdu.primary","35-39",1981,NA,19020,35,NA,0.00191665762,80620,155,NA
"Albania","M","secondary.higher","40-44",1981,NA,47180,40,NA,0.00237036356,74840,178,NA
"Albania","M","secondary.higher","45-49",1981,NA,31820,45,NA,0.00358893836,63380,228,NA
"Albania","M","noEdu.primary","50-54",1981,NA,34840,50,NA,0.00600034688,53840,324,NA
"Albania","M","noEdu.primary","55-59",1981,NA,30600,55,NA,0.01024141748,39420,404,NA
"Albania","M","secondary.higher","60-64",1981,NA,3880,60,NA,0.0176508998,33020,583,NA
"Albania","M","secondary.higher","65-69",1981,NA,1540,65,NA,0.0306182362,27260,835,NA
"Albania","M","noEdu.primary","70-74",1981,NA,19320,70,NA,0.0519662304,19840,1032,NA
"Albania","M","noEdu.primary","75-79",1981,NA,11580,75,NA,0.08636033,11620,1004,NA
"Albania","M","secondary.higher","80-84",1981,NA,0,80,NA,0.139561142,6480,905,NA
"Albania","M","secondary.higher","85+",1981,NA,0,85,NA,0.245203226020124,2900,712,NA
"Albania","F","noEdu.primary","15-19",1982,NA,14640,15,NA,0.000506170508,147840,75,NA
"Albania","F","noEdu.primary","20-24",1982,NA,6320,20,NA,0.000769333528,135400,105,NA
"Albania","F","secondary.higher","25-29",1982,NA,102340,25,NA,0.000924307864,112340,104,NA
"Albania","F","secondary.higher","30-34",1982,NA,71320,30,NA,0.001027901032,88620,92,NA
"Albania","F","noEdu.primary","35-39",1982,NA,27360,35,NA,0.00127370878,74020,95,NA
"Albania","F","noEdu.primary","40-44",1982,NA,36060,40,NA,0.00179442236,66500,120,NA
"Albania","F","secondary.higher","45-49",1982,NA,18300,45,NA,0.00255007556,56420,144,NA
"Albania","F","secondary.higher","50-54",1982,NA,9260,50,NA,0.00341931104,47320,162,NA
"Albania","F","noEdu.primary","55-59",1982,NA,36620,55,NA,0.00489087772,40420,198,NA
"Albania","F","noEdu.primary","60-64",1982,NA,32760,60,NA,0.00854341938,33960,291,NA
"Albania","F","secondary.higher","65-69",1982,NA,300,65,NA,0.0165320384,28360,469,NA
"Albania","F","secondary.higher","70-74",1982,NA,40,70,NA,0.0317262376,22900,727,NA
"Albania","F","noEdu.primary","75-79",1982,NA,14960,75,NA,0.0592683606,14960,887,NA
"Albania","F","noEdu.primary","80-84",1982,NA,8800,80,NA,0.107436852,8800,946,NA
"Albania","F","secondary.higher","85+",1982,NA,0,85,NA,0.221099259219627,4700,1040,NA
"Albania","M","secondary.higher","15-19",1982,NA,141360,15,NA,0.000898265164,155380,140,NA
"Albania","M","noEdu.primary","20-24",1982,NA,6040,20,NA,0.00142745704,141440,202,NA
"Albania","M","noEdu.primary","25-29",1982,NA,6600,25,NA,0.00174781626,116940,205,NA
"Albania","M","secondary.higher","30-34",1982,NA,84260,30,NA,0.00183156098,93740,172,NA
"Albania","M","secondary.higher","35-39",1982,NA,64700,35,NA,0.00191647134,81740,157,NA
"Albania","M","noEdu.primary","40-44",1982,NA,25920,40,NA,0.00234803812,75780,178,NA
"Albania","M","noEdu.primary","45-49",1982,NA,30920,45,NA,0.00354137342,65760,233,NA
"Albania","M","secondary.higher","50-54",1982,NA,21300,50,NA,0.00592868966,55280,328,NA
"Albania","M","secondary.higher","55-59",1982,NA,10640,55,NA,0.01012347796,42140,427,NA
"Albania","M","noEdu.primary","60-64",1982,NA,28780,60,NA,0.0174550436,33340,582,NA
"Albania","M","noEdu.primary","65-69",1982,NA,25840,65,NA,0.0303342164,27720,841,NA
"Albania","M","secondary.higher","70-74",1982,NA,640,70,NA,0.0515765598,20380,1052,NA
"Albania","M","secondary.higher","75-79",1982,NA,80,75,NA,0.085854155,12140,1043,NA
"Albania","M","noEdu.primary","80-84",1982,NA,6460,80,NA,0.138968354,6460,898,NA
"Albania","M","noEdu.primary","85+",1982,NA,3000,85,NA,0.244722294083434,3000,735,NA
"Albania","F","secondary.higher","15-19",1982,NA,133200,15,NA,0.000506170508,147840,75,NA
"Albania","F","secondary.higher","20-24",1982,NA,129080,20,NA,0.000769333528,135400,105,NA
"Albania","F","noEdu.primary","25-29",1982,NA,10000,25,NA,0.000924307864,112340,104,NA
"Albania","F","noEdu.primary","30-34",1982,NA,17300,30,NA,0.001027901032,88620,92,NA
"Albania","F","secondary.higher","35-39",1982,NA,46660,35,NA,0.00127370878,74020,95,NA
"Albania","F","secondary.higher","40-44",1982,NA,30440,40,NA,0.00179442236,66500,120,NA
"Albania","F","noEdu.primary","45-49",1982,NA,38120,45,NA,0.00255007556,56420,144,NA
"Albania","F","noEdu.primary","50-54",1982,NA,38060,50,NA,0.00341931104,47320,162,NA
"Albania","F","secondary.higher","55-59",1982,NA,3800,55,NA,0.00489087772,40420,198,NA
"Albania","F","secondary.higher","60-64",1982,NA,1200,60,NA,0.00854341938,33960,291,NA
"Albania","F","noEdu.primary","65-69",1982,NA,28060,65,NA,0.0165320384,28360,469,NA
"Albania","F","noEdu.primary","70-74",1982,NA,22860,70,NA,0.0317262376,22900,727,NA
"Albania","F","secondary.higher","75-79",1982,NA,0,75,NA,0.0592683606,14960,887,NA
"Albania","F","secondary.higher","80-84",1982,NA,0,80,NA,0.107436852,8800,946,NA
"Albania","F","noEdu.primary","85+",1982,NA,4700,85,NA,0.221099259219627,4700,1040,NA
"Albania","M","noEdu.primary","15-19",1982,NA,14020,15,NA,0.000898265164,155380,140,NA
"Albania","M","secondary.higher","20-24",1982,NA,135400,20,NA,0.00142745704,141440,202,NA
"Albania","M","secondary.higher","25-29",1982,NA,110340,25,NA,0.00174781626,116940,205,NA
"Albania","M","noEdu.primary","30-34",1982,NA,9480,30,NA,0.00183156098,93740,172,NA
"Albania","M","noEdu.primary","35-39",1982,NA,17040,35,NA,0.00191647134,81740,157,NA
"Albania","M","secondary.higher","40-44",1982,NA,49860,40,NA,0.00234803812,75780,178,NA
"Albania","M","secondary.higher","45-49",1982,NA,34840,45,NA,0.00354137342,65760,233,NA
"Albania","M","noEdu.primary","50-54",1982,NA,33980,50,NA,0.00592868966,55280,328,NA
"Albania","M","noEdu.primary","55-59",1982,NA,31500,55,NA,0.01012347796,42140,427,NA
"Albania","M","secondary.higher","60-64",1982,NA,4560,60,NA,0.0174550436,33340,582,NA
