"geo","sex","edu.att","age.group","year","deaths.new","pop.size","age","mx","mx.tot","pop.tot","deaths.tot","deaths_edu_prop"
"Georgia","F","noEdu.primary","30-34",2004,NA,1840,30,NA,0.001013263878,157500,160,NA
"Georgia","F","secondary.higher","35-39",2004,NA,159800,35,NA,0.00142983232,162000,232,NA
"Georgia","F","secondary.higher","40-44",2004,NA,186740,40,NA,0.00217285502,189780,413,NA
"Georgia","F","noEdu.primary","45-49",2004,NA,3400,45,NA,0.00291058432,170860,498,NA
"Georgia","F","noEdu.primary","50-54",2004,NA,4200,50,NA,0.00432430442,142600,617,NA
"Georgia","F","secondary.higher","55-59",2004,NA,113180,55,NA,0.00663910236,118940,790,NA
"Georgia","F","secondary.higher","60-64",2004,NA,94540,60,NA,0.0111533176,104100,1162,NA
"Georgia","F","noEdu.primary","65-69",2004,NA,19360,65,NA,0.023012518,133580,3075,NA
"Georgia","F","noEdu.primary","70-74",2004,NA,25040,70,NA,0.03487292,101540,3541,NA
"Georgia","F","secondary.higher","75-79",2004,NA,54540,75,NA,0.0646640348,85960,5559,NA
"Georgia","F","secondary.higher","80-84",2004,NA,20480,80,NA,0.1026113196,42380,4349,NA
"Georgia","F","noEdu.primary","85+",2004,NA,20720,85,NA,0.195911428497138,27920,5470,NA
"Georgia","M","noEdu.primary","15-19",2004,NA,11400,15,NA,0.000721660396,196500,142,NA
"Georgia","M","secondary.higher","20-24",2004,NA,170760,20,NA,0.00155727198,173640,271,NA
"Georgia","M","secondary.higher","25-29",2004,NA,154480,25,NA,0.00244395196,156560,383,NA
"Georgia","M","noEdu.primary","30-34",2004,NA,1720,30,NA,0.00333210548,148160,494,NA
"Georgia","M","noEdu.primary","35-39",2004,NA,1820,35,NA,0.00473083524,144860,686,NA
"Georgia","M","secondary.higher","40-44",2004,NA,161100,40,NA,0.00684104214,163200,1117,NA
"Georgia","M","secondary.higher","45-49",2004,NA,150280,45,NA,0.0093119218,152560,1421,NA
"Georgia","M","noEdu.primary","50-54",2004,NA,2560,50,NA,0.0136548508,125020,1708,NA
"Georgia","M","noEdu.primary","55-59",2004,NA,3660,55,NA,0.0175708404,97660,1716,NA
"Georgia","M","secondary.higher","60-64",2004,NA,75860,60,NA,0.0238592996,82760,1975,NA
"Georgia","M","secondary.higher","65-69",2004,NA,87960,65,NA,0.0470563666,102480,4823,NA
"Georgia","M","noEdu.primary","70-74",2004,NA,18720,70,NA,0.0589205802,71880,4236,NA
"Georgia","M","noEdu.primary","75-79",2004,NA,20380,75,NA,0.0957220616,50860,4869,NA
"Georgia","M","secondary.higher","80-84",2004,NA,6960,80,NA,0.141716184,16820,2384,NA
"Georgia","M","secondary.higher","85+",2004,NA,1320,85,NA,0.233177568936833,7680,1791,NA
"Georgia","F","noEdu.primary","15-19",2005,NA,10700,15,NA,0.00041105452,194300,80,NA
"Georgia","F","noEdu.primary","20-24",2005,NA,2900,20,NA,0.00068553096,176200,121,NA
"Georgia","F","secondary.higher","25-29",2005,NA,165000,25,NA,0.00074870683,167100,126,NA
"Georgia","F","secondary.higher","30-34",2005,NA,154500,30,NA,0.0010390044,156300,163,NA
"Georgia","F","noEdu.primary","35-39",2005,NA,2000,35,NA,0.0014501805,152000,221,NA
"Georgia","F","noEdu.primary","40-44",2005,NA,2900,40,NA,0.0022290542,190600,425,NA
"Georgia","F","secondary.higher","45-49",2005,NA,171400,45,NA,0.0029048291,174600,508,NA
"Georgia","F","secondary.higher","50-54",2005,NA,141200,50,NA,0.004278414,145000,621,NA
"Georgia","F","noEdu.primary","55-59",2005,NA,5300,55,NA,0.0063584062,123300,784,NA
"Georgia","F","noEdu.primary","60-64",2005,NA,6900,60,NA,0.010777602,91500,987,NA
"Georgia","F","secondary.higher","65-69",2005,NA,120000,65,NA,0.023290558,137800,3210,NA
"Georgia","F","secondary.higher","70-74",2005,NA,76500,70,NA,0.033896667,97700,3312,NA
"Georgia","F","noEdu.primary","75-79",2005,NA,30600,75,NA,0.063473553,90100,5719,NA
"Georgia","F","noEdu.primary","80-84",2005,NA,22000,80,NA,0.099946737,44800,4478,NA
"Georgia","F","secondary.higher","85+",2005,NA,7700,85,NA,0.191453381652465,27200,5208,NA
"Georgia","M","secondary.higher","15-19",2005,NA,187200,15,NA,0.00073303624,198700,146,NA
"Georgia","M","noEdu.primary","20-24",2005,NA,3000,20,NA,0.0016715258,174200,292,NA
"Georgia","M","noEdu.primary","25-29",2005,NA,2100,25,NA,0.002556162,154700,396,NA
"Georgia","M","secondary.higher","30-34",2005,NA,145100,30,NA,0.0034264558,146800,504,NA
"Georgia","M","secondary.higher","35-39",2005,NA,135100,35,NA,0.0049144078,136800,673,NA
"Georgia","M","noEdu.primary","40-44",2005,NA,2000,40,NA,0.0071482658,161800,1157,NA
"Georgia","M","noEdu.primary","45-49",2005,NA,2200,45,NA,0.0096059657,155400,1493,NA
"Georgia","M","secondary.higher","50-54",2005,NA,125700,50,NA,0.013883773,128000,1778,NA
"Georgia","M","secondary.higher","55-59",2005,NA,98000,55,NA,0.017716482,101200,1793,NA
"Georgia","M","noEdu.primary","60-64",2005,NA,4700,60,NA,0.023823741,72000,1716,NA
"Georgia","M","noEdu.primary","65-69",2005,NA,12900,65,NA,0.049114426,105300,5172,NA
"Georgia","M","secondary.higher","70-74",2005,NA,53900,70,NA,0.05857733,69500,4072,NA
"Georgia","M","secondary.higher","75-79",2005,NA,34500,75,NA,0.095830319,55200,5290,NA
"Georgia","M","noEdu.primary","80-84",2005,NA,10300,80,NA,0.14103037,18300,2581,NA
"Georgia","M","noEdu.primary","85+",2005,NA,5700,85,NA,0.230738298180858,7100,1639,NA
"Georgia","F","secondary.higher","15-19",2005,NA,183600,15,NA,0.00041105452,194300,80,NA
"Georgia","F","secondary.higher","20-24",2005,NA,173300,20,NA,0.00068553096,176200,121,NA
"Georgia","F","noEdu.primary","25-29",2005,NA,2100,25,NA,0.00074870683,167100,126,NA
"Georgia","F","noEdu.primary","30-34",2005,NA,1800,30,NA,0.0010390044,156300,163,NA
"Georgia","F","secondary.higher","35-39",2005,NA,150000,35,NA,0.0014501805,152000,221,NA
"Georgia","F","secondary.higher","40-44",2005,NA,187700,40,NA,0.0022290542,190600,425,NA
"Georgia","F","noEdu.primary","45-49",2005,NA,3200,45,NA,0.0029048291,174600,508,NA
"Georgia","F","noEdu.primary","50-54",2005,NA,3800,50,NA,0.004278414,145000,621,NA
"Georgia","F","secondary.higher","55-59",2005,NA,118000,55,NA,0.0063584062,123300,784,NA
"Georgia","F","secondary.higher","60-64",2005,NA,84600,60,NA,0.010777602,91500,987,NA
"Georgia","F","noEdu.primary","65-69",2005,NA,17800,65,NA,0.023290558,137800,3210,NA
"Georgia","F","noEdu.primary","70-74",2005,NA,21200,70,NA,0.033896667,97700,3312,NA
"Georgia","F","secondary.higher","75-79",2005,NA,59500,75,NA,0.063473553,90100,5719,NA
"Georgia","F","secondary.higher","80-84",2005,NA,22800,80,NA,0.099946737,44800,4478,NA
"Georgia","F","noEdu.primary","85+",2005,NA,19500,85,NA,0.191453381652465,27200,5208,NA
"Georgia","M","noEdu.primary","15-19",2005,NA,11500,15,NA,0.00073303624,198700,146,NA
"Georgia","M","secondary.higher","20-24",2005,NA,171200,20,NA,0.0016715258,174200,292,NA
"Georgia","M","secondary.higher","25-29",2005,NA,152600,25,NA,0.002556162,154700,396,NA
"Georgia","M","noEdu.primary","30-34",2005,NA,1700,30,NA,0.0034264558,146800,504,NA
"Georgia","M","noEdu.primary","35-39",2005,NA,1700,35,NA,0.0049144078,136800,673,NA
"Georgia","M","secondary.higher","40-44",2005,NA,159800,40,NA,0.0071482658,161800,1157,NA
"Georgia","M","secondary.higher","45-49",2005,NA,153200,45,NA,0.0096059657,155400,1493,NA
"Georgia","M","noEdu.primary","50-54",2005,NA,2300,50,NA,0.013883773,128000,1778,NA
"Georgia","M","noEdu.primary","55-59",2005,NA,3200,55,NA,0.017716482,101200,1793,NA
"Georgia","M","secondary.higher","60-64",2005,NA,67300,60,NA,0.023823741,72000,1716,NA
"Georgia","M","secondary.higher","65-69",2005,NA,92400,65,NA,0.049114426,105300,5172,NA
"Georgia","M","noEdu.primary","70-74",2005,NA,15600,70,NA,0.05857733,69500,4072,NA
"Georgia","M","noEdu.primary","75-79",2005,NA,20700,75,NA,0.095830319,55200,5290,NA
"Georgia","M","secondary.higher","80-84",2005,NA,8000,80,NA,0.14103037,18300,2581,NA
"Georgia","M","secondary.higher","85+",2005,NA,1400,85,NA,0.230738298180858,7100,1639,NA
"Georgia","F","noEdu.primary","15-19",2006,NA,10340,15,NA,0.000388675286,187580,73,NA
"Georgia","F","noEdu.primary","20-24",2006,NA,2880,20,NA,0.000620063428,176560,110,NA
"Georgia","F","secondary.higher","25-29",2006,NA,163840,25,NA,0.00069993664,166040,117,NA
"Georgia","F","secondary.higher","30-34",2006,NA,154340,30,NA,0.000978575358,156180,153,NA
"Georgia","F","noEdu.primary","35-39",2006,NA,1940,35,NA,0.0013637613,151040,206,NA
"Georgia","F","noEdu.primary","40-44",2006,NA,2700,40,NA,0.00211124204,181720,384,NA
"Georgia","F","secondary.higher","45-49",2006,NA,171400,45,NA,0.00285485638,174460,499,NA
"Georgia","F","secondary.higher","50-54",2006,NA,144260,50,NA,0.00424707216,147900,629,NA
"Georgia","F","noEdu.primary","55-59",2006,NA,4920,55,NA,0.0063957806,124940,800,NA
"Georgia","F","noEdu.primary","60-64",2006,NA,6420,60,NA,0.0106843118,94140,1006,NA
"Georgia","F","secondary.higher","65-69",2006,NA,111940,65,NA,0.0219795144,127460,2802,NA
"Georgia","F","secondary.higher","70-74",2006,NA,81540,70,NA,0.0334647386,101440,3395,NA
"Georgia","F","noEdu.primary","75-79",2006,NA,27580,75,NA,0.062407801,86780,5416,NA
"Georgia","F","noEdu.primary","80-84",2006,NA,21880,80,NA,0.1005068136,48800,4905,NA
"Georgia","F","secondary.higher","85+",2006,NA,9340,85,NA,0.194474722208816,28580,5559,NA
"Georgia","M","secondary.higher","15-19",2006,NA,180520,15,NA,0.000743199064,191640,143,NA
"Georgia","M","noEdu.primary","20-24",2006,NA,3000,20,NA,0.00162073154,175640,285,NA
"Georgia","M","noEdu.primary","25-29",2006,NA,2240,25,NA,0.00238085324,156020,372,NA
"Georgia","M","secondary.higher","30-34",2006,NA,145120,30,NA,0.00324238878,146900,477,NA
"Georgia","M","secondary.higher","35-39",2006,NA,135440,35,NA,0.00464336922,137140,637,NA
"Georgia","M","noEdu.primary","40-44",2006,NA,1920,40,NA,0.00679466766,155600,1058,NA
"Georgia","M","noEdu.primary","45-49",2006,NA,2120,45,NA,0.00944513934,154040,1455,NA
"Georgia","M","secondary.higher","50-54",2006,NA,127720,50,NA,0.0136692462,129960,1777,NA
"Georgia","M","secondary.higher","55-59",2006,NA,100220,55,NA,0.0178887706,103160,1846,NA
"Georgia","M","noEdu.primary","60-64",2006,NA,4260,60,NA,0.0243785998,74160,1808,NA
"Georgia","M","noEdu.primary","65-69",2006,NA,11080,65,NA,0.0467169908,96340,4501,NA
"Georgia","M","secondary.higher","70-74",2006,NA,57400,70,NA,0.0584612324,71780,4197,NA
"Georgia","M","secondary.higher","75-79",2006,NA,35160,75,NA,0.0956679816,53820,5149,NA
"Georgia","M","noEdu.primary","80-84",2006,NA,10700,80,NA,0.141800202,21420,3038,NA
"Georgia","M","noEdu.primary","85+",2006,NA,5760,85,NA,0.233932075220121,7700,1802,NA
"Georgia","F","secondary.higher","15-19",2006,NA,177240,15,NA,0.000388675286,187580,73,NA
"Georgia","F","secondary.higher","20-24",2006,NA,173680,20,NA,0.000620063428,176560,110,NA
"Georgia","F","noEdu.primary","25-29",2006,NA,2200,25,NA,0.00069993664,166040,117,NA
"Georgia","F","noEdu.primary","30-34",2006,NA,1840,30,NA,0.000978575358,156180,153,NA
"Georgia","F","secondary.higher","35-39",2006,NA,149100,35,NA,0.0013637613,151040,206,NA
"Georgia","F","secondary.higher","40-44",2006,NA,179020,40,NA,0.00211124204,181720,384,NA
"Georgia","F","noEdu.primary","45-49",2006,NA,3060,45,NA,0.00285485638,174460,499,NA
"Georgia","F","noEdu.primary","50-54",2006,NA,3640,50,NA,0.00424707216,147900,629,NA
"Georgia","F","secondary.higher","55-59",2006,NA,120020,55,NA,0.0063957806,124940,800,NA
"Georgia","F","secondary.higher","60-64",2006,NA,87720,60,NA,0.0106843118,94140,1006,NA
"Georgia","F","noEdu.primary","65-69",2006,NA,15520,65,NA,0.0219795144,127460,2802,NA
"Georgia","F","noEdu.primary","70-74",2006,NA,19900,70,NA,0.0334647386,101440,3395,NA
"Georgia","F","secondary.higher","75-79",2006,NA,59200,75,NA,0.062407801,86780,5416,NA
"Georgia","F","secondary.higher","80-84",2006,NA,26920,80,NA,0.1005068136,48800,4905,NA
"Georgia","F","noEdu.primary","85+",2006,NA,19240,85,NA,0.194474722208816,28580,5559,NA
"Georgia","M","noEdu.primary","15-19",2006,NA,11120,15,NA,0.000743199064,191640,143,NA
"Georgia","M","secondary.higher","20-24",2006,NA,172640,20,NA,0.00162073154,175640,285,NA
"Georgia","M","secondary.higher","25-29",2006,NA,153780,25,NA,0.00238085324,156020,372,NA
"Georgia","M","noEdu.primary","30-34",2006,NA,1780,30,NA,0.00324238878,146900,477,NA
"Georgia","M","noEdu.primary","35-39",2006,NA,1700,35,NA,0.00464336922,137140,637,NA
"Georgia","M","secondary.higher","40-44",2006,NA,153680,40,NA,0.00679466766,155600,1058,NA
"Georgia","M","secondary.higher","45-49",2006,NA,151920,45,NA,0.00944513934,154040,1455,NA
"Georgia","M","noEdu.primary","50-54",2006,NA,2240,50,NA,0.0136692462,129960,1777,NA
"Georgia","M","noEdu.primary","55-59",2006,NA,2940,55,NA,0.0178887706,103160,1846,NA
"Georgia","M","secondary.higher","60-64",2006,NA,69900,60,NA,0.0243785998,74160,1808,NA
"Georgia","M","secondary.higher","65-69",2006,NA,85260,65,NA,0.0467169908,96340,4501,NA
"Georgia","M","noEdu.primary","70-74",2006,NA,14380,70,NA,0.0584612324,71780,4197,NA
"Georgia","M","noEdu.primary","75-79",2006,NA,18660,75,NA,0.0956679816,53820,5149,NA
"Georgia","M","secondary.higher","80-84",2006,NA,10720,80,NA,0.141800202,21420,3038,NA
"Georgia","M","secondary.higher","85+",2006,NA,1940,85,NA,0.233932075220121,7700,1802,NA
"Georgia","F","noEdu.primary","15-19",2007,NA,9980,15,NA,0.000366296052,180860,67,NA
"Georgia","F","noEdu.primary","20-24",2007,NA,2860,20,NA,0.000554595896,176920,99,NA
"Georgia","F","secondary.higher","25-29",2007,NA,162680,25,NA,0.00065116645,164980,108,NA
"Georgia","F","secondary.higher","30-34",2007,NA,154180,30,NA,0.000918146316,156060,144,NA
"Georgia","F","noEdu.primary","35-39",2007,NA,1880,35,NA,0.0012773421,150080,192,NA
"Georgia","F","noEdu.primary","40-44",2007,NA,2500,40,NA,0.00199342988,172840,345,NA
"Georgia","F","secondary.higher","45-49",2007,NA,171400,45,NA,0.00280488366,174320,489,NA
"Georgia","F","secondary.higher","50-54",2007,NA,147320,50,NA,0.00421573032,150800,636,NA
"Georgia","F","noEdu.primary","55-59",2007,NA,4540,55,NA,0.006433155,126580,815,NA
"Georgia","F","noEdu.primary","60-64",2007,NA,5940,60,NA,0.0105910216,96780,1025,NA
"Georgia","F","secondary.higher","65-69",2007,NA,103880,65,NA,0.0206684708,117120,2421,NA
"Georgia","F","secondary.higher","70-74",2007,NA,86580,70,NA,0.0330328102,105180,3475,NA
"Georgia","F","noEdu.primary","75-79",2007,NA,24560,75,NA,0.061342049,83460,5120,NA
"Georgia","F","noEdu.primary","80-84",2007,NA,21760,80,NA,0.1010668902,52800,5337,NA
"Georgia","F","secondary.higher","85+",2007,NA,10980,85,NA,0.197496062765167,29960,5917,NA
"Georgia","M","secondary.higher","15-19",2007,NA,173840,15,NA,0.000753361888,184580,140,NA
"Georgia","M","noEdu.primary","20-24",2007,NA,3000,20,NA,0.00156993728,177080,279,NA
"Georgia","M","noEdu.primary","25-29",2007,NA,2380,25,NA,0.00220554448,157340,348,NA
"Georgia","M","secondary.higher","30-34",2007,NA,145140,30,NA,0.00305832176,147000,450,NA
"Georgia","M","secondary.higher","35-39",2007,NA,135780,35,NA,0.00437233064,137480,602,NA
"Georgia","M","noEdu.primary","40-44",2007,NA,1840,40,NA,0.00644106952,149400,963,NA
"Georgia","M","noEdu.primary","45-49",2007,NA,2040,45,NA,0.00928431298,152680,1418,NA
"Georgia","M","secondary.higher","50-54",2007,NA,129740,50,NA,0.0134547194,131920,1775,NA
"Georgia","M","secondary.higher","55-59",2007,NA,102440,55,NA,0.0180610592,105120,1899,NA
"Georgia","M","noEdu.primary","60-64",2007,NA,3820,60,NA,0.0249334586,76320,1903,NA
"Georgia","M","noEdu.primary","65-69",2007,NA,9260,65,NA,0.0443195556,87380,3873,NA
"Georgia","M","secondary.higher","70-74",2007,NA,60900,70,NA,0.0583451348,74060,4322,NA
"Georgia","M","secondary.higher","75-79",2007,NA,35820,75,NA,0.0955056442,52440,5009,NA
"Georgia","M","noEdu.primary","80-84",2007,NA,11100,80,NA,0.142570034,24540,3499,NA
"Georgia","M","noEdu.primary","85+",2007,NA,5820,85,NA,0.237125852259383,8300,1969,NA
"Georgia","F","secondary.higher","15-19",2007,NA,170880,15,NA,0.000366296052,180860,67,NA
"Georgia","F","secondary.higher","20-24",2007,NA,174060,20,NA,0.000554595896,176920,99,NA
"Georgia","F","noEdu.primary","25-29",2007,NA,2300,25,NA,0.00065116645,164980,108,NA
"Georgia","F","noEdu.primary","30-34",2007,NA,1880,30,NA,0.000918146316,156060,144,NA
"Georgia","F","secondary.higher","35-39",2007,NA,148200,35,NA,0.0012773421,150080,192,NA
"Georgia","F","secondary.higher","40-44",2007,NA,170340,40,NA,0.00199342988,172840,345,NA
"Georgia","F","noEdu.primary","45-49",2007,NA,2920,45,NA,0.00280488366,174320,489,NA
"Georgia","F","noEdu.primary","50-54",2007,NA,3480,50,NA,0.00421573032,150800,636,NA
"Georgia","F","secondary.higher","55-59",2007,NA,122040,55,NA,0.006433155,126580,815,NA
"Georgia","F","secondary.higher","60-64",2007,NA,90840,60,NA,0.0105910216,96780,1025,NA
"Georgia","F","noEdu.primary","65-69",2007,NA,13240,65,NA,0.0206684708,117120,2421,NA
"Georgia","F","noEdu.primary","70-74",2007,NA,18600,70,NA,0.0330328102,105180,3475,NA
"Georgia","F","secondary.higher","75-79",2007,NA,58900,75,NA,0.061342049,83460,5120,NA
"Georgia","F","secondary.higher","80-84",2007,NA,31040,80,NA,0.1010668902,52800,5337,NA
"Georgia","F","noEdu.primary","85+",2007,NA,18980,85,NA,0.197496062765167,29960,5917,NA
"Georgia","M","noEdu.primary","15-19",2007,NA,10740,15,NA,0.000753361888,184580,140,NA
"Georgia","M","secondary.higher","20-24",2007,NA,174080,20,NA,0.00156993728,177080,279,NA
"Georgia","M","secondary.higher","25-29",2007,NA,154960,25,NA,0.00220554448,157340,348,NA
"Georgia","M","noEdu.primary","30-34",2007,NA,1860,30,NA,0.00305832176,147000,450,NA
"Georgia","M","noEdu.primary","35-39",2007,NA,1700,35,NA,0.00437233064,137480,602,NA
"Georgia","M","secondary.higher","40-44",2007,NA,147560,40,NA,0.00644106952,149400,963,NA
"Georgia","M","secondary.higher","45-49",2007,NA,150640,45,NA,0.00928431298,152680,1418,NA
"Georgia","M","noEdu.primary","50-54",2007,NA,2180,50,NA,0.0134547194,131920,1775,NA
"Georgia","M","noEdu.primary","55-59",2007,NA,2680,55,NA,0.0180610592,105120,1899,NA
"Georgia","M","secondary.higher","60-64",2007,NA,72500,60,NA,0.0249334586,76320,1903,NA
"Georgia","M","secondary.higher","65-69",2007,NA,78120,65,NA,0.0443195556,87380,3873,NA
"Georgia","M","noEdu.primary","70-74",2007,NA,13160,70,NA,0.0583451348,74060,4322,NA
"Georgia","M","noEdu.primary","75-79",2007,NA,16620,75,NA,0.0955056442,52440,5009,NA
"Georgia","M","secondary.higher","80-84",2007,NA,13440,80,NA,0.142570034,24540,3499,NA
"Georgia","M","secondary.higher","85+",2007,NA,2480,85,NA,0.237125852259383,8300,1969,NA
"Georgia","F","noEdu.primary","15-19",2008,NA,9620,15,NA,0.000343916818,174140,60,NA
"Georgia","F","noEdu.primary","20-24",2008,NA,2840,20,NA,0.000489128364,177280,87,NA
"Georgia","F","secondary.higher","25-29",2008,NA,161520,25,NA,0.00060239626,163920,99,NA
"Georgia","F","secondary.higher","30-34",2008,NA,154020,30,NA,0.000857717274,155940,134,NA
"Georgia","F","noEdu.primary","35-39",2008,NA,1820,35,NA,0.0011909229,149120,178,NA
"Georgia","F","noEdu.primary","40-44",2008,NA,2300,40,NA,0.00187561772,163960,308,NA
"Georgia","F","secondary.higher","45-49",2008,NA,171400,45,NA,0.00275491094,174180,480,NA
"Georgia","F","secondary.higher","50-54",2008,NA,150380,50,NA,0.00418438848,153700,644,NA
"Georgia","F","noEdu.primary","55-59",2008,NA,4160,55,NA,0.0064705294,128220,830,NA
"Georgia","F","noEdu.primary","60-64",2008,NA,5460,60,NA,0.0104977314,99420,1044,NA
"Georgia","F","secondary.higher","65-69",2008,NA,95820,65,NA,0.0193574272,106780,2067,NA
"Georgia","F","secondary.higher","70-74",2008,NA,91620,70,NA,0.0326008818,108920,3551,NA
"Georgia","F","noEdu.primary","75-79",2008,NA,21540,75,NA,0.060276297,80140,4831,NA
"Georgia","F","noEdu.primary","80-84",2008,NA,21640,80,NA,0.1016269668,56800,5773,NA
"Georgia","F","secondary.higher","85+",2008,NA,12620,85,NA,0.200517403321518,31340,6285,NA
"Georgia","M","secondary.higher","15-19",2008,NA,167160,15,NA,0.000763524712,177520,136,NA
"Georgia","M","noEdu.primary","20-24",2008,NA,3000,20,NA,0.00151914302,178520,272,NA
"Georgia","M","noEdu.primary","25-29",2008,NA,2520,25,NA,0.00203023572,158660,323,NA
"Georgia","M","secondary.higher","30-34",2008,NA,145160,30,NA,0.00287425474,147100,423,NA
"Georgia","M","secondary.higher","35-39",2008,NA,136120,35,NA,0.00410129206,137820,566,NA
"Georgia","M","noEdu.primary","40-44",2008,NA,1760,40,NA,0.00608747138,143200,872,NA
"Georgia","M","noEdu.primary","45-49",2008,NA,1960,45,NA,0.00912348662,151320,1381,NA
"Georgia","M","secondary.higher","50-54",2008,NA,131760,50,NA,0.0132401926,133880,1773,NA
"Georgia","M","secondary.higher","55-59",2008,NA,104660,55,NA,0.0182333478,107080,1953,NA
"Georgia","M","noEdu.primary","60-64",2008,NA,3380,60,NA,0.0254883174,78480,2001,NA
"Georgia","M","noEdu.primary","65-69",2008,NA,7440,65,NA,0.0419221204,78420,3288,NA
"Georgia","M","secondary.higher","70-74",2008,NA,64400,70,NA,0.0582290372,76340,4446,NA
"Georgia","M","secondary.higher","75-79",2008,NA,36480,75,NA,0.0953433068,51060,4869,NA
"Georgia","M","noEdu.primary","80-84",2008,NA,11500,80,NA,0.143339866,27660,3965,NA
"Georgia","M","noEdu.primary","85+",2008,NA,5880,85,NA,0.240319629298645,8900,2139,NA
"Georgia","F","secondary.higher","15-19",2008,NA,164520,15,NA,0.000343916818,174140,60,NA
"Georgia","F","secondary.higher","20-24",2008,NA,174440,20,NA,0.000489128364,177280,87,NA
"Georgia","F","noEdu.primary","25-29",2008,NA,2400,25,NA,0.00060239626,163920,99,NA
"Georgia","F","noEdu.primary","30-34",2008,NA,1920,30,NA,0.000857717274,155940,134,NA
"Georgia","F","secondary.higher","35-39",2008,NA,147300,35,NA,0.0011909229,149120,178,NA
"Georgia","F","secondary.higher","40-44",2008,NA,161660,40,NA,0.00187561772,163960,308,NA
"Georgia","F","noEdu.primary","45-49",2008,NA,2780,45,NA,0.00275491094,174180,480,NA
"Georgia","F","noEdu.primary","50-54",2008,NA,3320,50,NA,0.00418438848,153700,644,NA
"Georgia","F","secondary.higher","55-59",2008,NA,124060,55,NA,0.0064705294,128220,830,NA
"Georgia","F","secondary.higher","60-64",2008,NA,93960,60,NA,0.0104977314,99420,1044,NA
"Georgia","F","noEdu.primary","65-69",2008,NA,10960,65,NA,0.0193574272,106780,2067,NA
"Georgia","F","noEdu.primary","70-74",2008,NA,17300,70,NA,0.0326008818,108920,3551,NA
"Georgia","F","secondary.higher","75-79",2008,NA,58600,75,NA,0.060276297,80140,4831,NA
"Georgia","F","secondary.higher","80-84",2008,NA,35160,80,NA,0.1016269668,56800,5773,NA
"Georgia","F","noEdu.primary","85+",2008,NA,18720,85,NA,0.200517403321518,31340,6285,NA
"Georgia","M","noEdu.primary","15-19",2008,NA,10360,15,NA,0.000763524712,177520,136,NA
"Georgia","M","secondary.higher","20-24",2008,NA,175520,20,NA,0.00151914302,178520,272,NA
"Georgia","M","secondary.higher","25-29",2008,NA,156140,25,NA,0.00203023572,158660,323,NA
"Georgia","M","noEdu.primary","30-34",2008,NA,1940,30,NA,0.00287425474,147100,423,NA
"Georgia","M","noEdu.primary","35-39",2008,NA,1700,35,NA,0.00410129206,137820,566,NA
"Georgia","M","secondary.higher","40-44",2008,NA,141440,40,NA,0.00608747138,143200,872,NA
"Georgia","M","secondary.higher","45-49",2008,NA,149360,45,NA,0.00912348662,151320,1381,NA
"Georgia","M","noEdu.primary","50-54",2008,NA,2120,50,NA,0.0132401926,133880,1773,NA
"Georgia","M","noEdu.primary","55-59",2008,NA,2420,55,NA,0.0182333478,107080,1953,NA
"Georgia","M","secondary.higher","60-64",2008,NA,75100,60,NA,0.0254883174,78480,2001,NA
"Georgia","M","secondary.higher","65-69",2008,NA,70980,65,NA,0.0419221204,78420,3288,NA
"Georgia","M","noEdu.primary","70-74",2008,NA,11940,70,NA,0.0582290372,76340,4446,NA
"Georgia","M","noEdu.primary","75-79",2008,NA,14580,75,NA,0.0953433068,51060,4869,NA
"Georgia","M","secondary.higher","80-84",2008,NA,16160,80,NA,0.143339866,27660,3965,NA
"Georgia","M","secondary.higher","85+",2008,NA,3020,85,NA,0.240319629298645,8900,2139,NA
"Georgia","F","noEdu.primary","15-19",2009,NA,9260,15,NA,0.000321537584,167420,54,NA
"Georgia","F","noEdu.primary","20-24",2009,NA,2820,20,NA,0.000423660832,177640,76,NA
"Georgia","F","secondary.higher","25-29",2009,NA,160360,25,NA,0.00055362607,162860,91,NA
"Georgia","F","secondary.higher","30-34",2009,NA,153860,30,NA,0.000797288232,155820,125,NA
"Georgia","F","noEdu.primary","35-39",2009,NA,1760,35,NA,0.0011045037,148160,164,NA
"Georgia","F","noEdu.primary","40-44",2009,NA,2100,40,NA,0.00175780556,155080,273,NA
"Georgia","F","secondary.higher","45-49",2009,NA,171400,45,NA,0.00270493822,174040,471,NA
"Georgia","F","secondary.higher","50-54",2009,NA,153440,50,NA,0.00415304664,156600,651,NA
"Georgia","F","noEdu.primary","55-59",2009,NA,3780,55,NA,0.0065079038,129860,846,NA
"Georgia","F","noEdu.primary","60-64",2009,NA,4980,60,NA,0.0104044412,102060,1062,NA
"Georgia","F","secondary.higher","65-69",2009,NA,87760,65,NA,0.0180463836,96440,1741,NA
"Georgia","F","secondary.higher","70-74",2009,NA,96660,70,NA,0.0321689534,112660,3625,NA
"Georgia","F","noEdu.primary","75-79",2009,NA,18520,75,NA,0.059210545,76820,4549,NA
"Georgia","F","noEdu.primary","80-84",2009,NA,21520,80,NA,0.1021870434,60800,6213,NA
"Georgia","F","secondary.higher","85+",2009,NA,14260,85,NA,0.203538743877869,32720,6660,NA
"Georgia","M","secondary.higher","15-19",2009,NA,160480,15,NA,0.000773687536,170460,132,NA
"Georgia","M","noEdu.primary","20-24",2009,NA,3000,20,NA,0.00146834876,179960,265,NA
"Georgia","M","noEdu.primary","25-29",2009,NA,2660,25,NA,0.00185492696,159980,297,NA
