"geo","sex","edu.att","age.group","year","log.mx.new","pop.size","region","sigma","mu"
"Albania","F","noEdu.primary","15-19",1978,NA,15920,"region1",0.289768696955415,-7.21299736495817
"Albania","M","secondary.higher","15-19",1978,NA,131520,"region1",0.0922900528463858,-6.90900758083247
"Albania","F","secondary.higher","15-19",1978,NA,123720,"region1",0.136495950978567,-7.62314310294532
"Albania","M","noEdu.primary","15-19",1978,NA,14820,"region1",0.216082378364584,-6.48541226307437
"Albania","F","noEdu.primary","15-19",1979,NA,15760,"region1",0.29256930660786,-7.23796506007815
"Albania","M","secondary.higher","15-19",1979,NA,135560,"region1",0.0911851124517964,-6.93173905175435
"Albania","F","secondary.higher","15-19",1979,NA,127560,"region1",0.133333017426007,-7.64722521912544
"Albania","M","noEdu.primary","15-19",1979,NA,14760,"region1",0.222632297694833,-6.50596908450784
"Albania","F","noEdu.primary","15-19",1980,NA,15600,"region1",0.303966007039286,-7.26298961836576
"Albania","M","secondary.higher","15-19",1980,NA,139600,"region1",0.0923522974895054,-6.95401542969376
"Albania","F","secondary.higher","15-19",1980,NA,131400,"region1",0.134197177212286,-7.67027755936198
"Albania","M","noEdu.primary","15-19",1980,NA,14700,"region1",0.223747608458984,-6.53169402364594
"Albania","F","noEdu.primary","15-19",1981,NA,15120,"region1",0.312719675961687,-7.28302731203883
"Albania","M","secondary.higher","15-19",1981,NA,140480,"region1",0.0921881167120854,-6.9726569875744
"Albania","F","secondary.higher","15-19",1981,NA,132300,"region1",0.135079394381262,-7.68964494589743
"Albania","M","noEdu.primary","15-19",1981,NA,14360,"region1",0.226443263793199,-6.54279231487143
"Albania","F","noEdu.primary","15-19",1982,NA,14640,"region1",0.311834168016879,-7.30473233975102
"Albania","M","secondary.higher","15-19",1982,NA,141360,"region1",0.093603707119146,-6.99107091033959
"Albania","F","secondary.higher","15-19",1982,NA,133200,"region1",0.135379027634043,-7.70716927748001
"Albania","M","noEdu.primary","15-19",1982,NA,14020,"region1",0.228942458613921,-6.56955727392792
"Albania","F","noEdu.primary","15-19",1983,NA,14160,"region1",0.321132704224199,-7.36049186870551
"Albania","M","secondary.higher","15-19",1983,NA,142240,"region1",0.0966340675490336,-7.04530996099462
"Albania","F","secondary.higher","15-19",1983,NA,134100,"region1",0.137410668206955,-7.76183929678121
"Albania","M","noEdu.primary","15-19",1983,NA,13680,"region1",0.243204597114762,-6.63132940685314
"Albania","F","noEdu.primary","15-19",1984,NA,13680,"region1",0.326077648848022,-7.37124197718014
"Albania","M","secondary.higher","15-19",1984,NA,143120,"region1",0.0944686853836595,-7.05403348016953
"Albania","F","secondary.higher","15-19",1984,NA,135000,"region1",0.138482490559049,-7.77164805416352
"Albania","M","noEdu.primary","15-19",1984,NA,13340,"region1",0.247382179459214,-6.63833850630235
"Albania","F","noEdu.primary","15-19",1985,NA,13200,"region1",0.339707807938652,-7.38857601971626
"Albania","M","secondary.higher","15-19",1985,NA,144000,"region1",0.0948795588925156,-7.0635137599818
"Albania","F","secondary.higher","15-19",1985,NA,135900,"region1",0.138330114330241,-7.78226881959846
"Albania","M","noEdu.primary","15-19",1985,NA,13000,"region1",0.24853899880068,-6.65213278900916
"Albania","F","noEdu.primary","15-19",1986,NA,12920,"region1",0.341204220922684,-7.39135686643426
"Albania","M","secondary.higher","15-19",1986,NA,145540,"region1",0.0946200932522655,-7.07544125761613
"Albania","F","secondary.higher","15-19",1986,NA,137440,"region1",0.138782832020895,-7.79298125335392
"Albania","M","noEdu.primary","15-19",1986,NA,12920,"region1",0.252254798944971,-6.66079118054386
"Albania","F","noEdu.primary","15-19",1987,NA,12640,"region1",0.352180377190724,-7.40631515748076
"Albania","M","secondary.higher","15-19",1987,NA,147080,"region1",0.095076527841751,-7.08510791015139
"Albania","F","secondary.higher","15-19",1987,NA,138980,"region1",0.1367468248338,-7.80425558718528
"Albania","M","noEdu.primary","15-19",1987,NA,12840,"region1",0.24943503198138,-6.66325234053068
"Albania","F","noEdu.primary","15-19",1988,NA,12360,"region1",0.357087896064096,-7.43172468316325
"Albania","M","secondary.higher","15-19",1988,NA,148620,"region1",0.0950277982196632,-7.09409472478581
"Albania","F","secondary.higher","15-19",1988,NA,140520,"region1",0.138797287412546,-7.8115892264781
"Albania","M","noEdu.primary","15-19",1988,NA,12760,"region1",0.253125785897004,-6.6791892060784
"Albania","F","noEdu.primary","15-19",1989,NA,12080,"region1",0.359206239176953,-7.43244117051957
"Albania","M","secondary.higher","15-19",1989,NA,150160,"region1",0.0950318009707476,-7.09340020731899
"Albania","F","secondary.higher","15-19",1989,NA,142060,"region1",0.137283760577022,-7.81391320414567
"Albania","M","noEdu.primary","15-19",1989,NA,12680,"region1",0.256121079073042,-6.68074119483405
"Albania","F","noEdu.primary","15-19",1990,NA,11800,"region1",0.362897658702455,-7.44217000734808
"Albania","M","secondary.higher","15-19",1990,NA,151700,"region1",0.0949019705197675,-7.11560101068167
"Albania","F","secondary.higher","15-19",1990,NA,143600,"region1",0.139214851862028,-7.83055205869932
"Albania","M","noEdu.primary","15-19",1990,NA,12600,"region1",0.25875550472958,-6.70112881079819
"Albania","F","noEdu.primary","15-19",1991,NA,11440,"region1",0.371266595937371,-7.44338308690755
"Albania","M","secondary.higher","15-19",1991,NA,149060,"region1",0.09526286139062,-7.11200116986894
"Albania","F","secondary.higher","15-19",1991,NA,142180,"region1",0.138738994112142,-7.82925255129792
"Albania","M","noEdu.primary","15-19",1991,NA,12320,"region1",0.256281940816497,-6.69640232295039
"Albania","F","noEdu.primary","15-19",1992,NA,11080,"region1",0.377147225227594,-7.44913888456123
"Albania","M","secondary.higher","15-19",1992,NA,146420,"region1",0.0961752718151093,-7.11344640780173
"Albania","F","secondary.higher","15-19",1992,NA,140760,"region1",0.13922224239275,-7.83394347290944
"Albania","M","noEdu.primary","15-19",1992,NA,12040,"region1",0.25927632971543,-6.698121598089
"Albania","F","noEdu.primary","15-19",1993,NA,10720,"region1",0.381404577827094,-7.44397759634923
"Albania","M","secondary.higher","15-19",1993,NA,143780,"region1",0.09723441768747,-7.11804610473925
"Albania","F","secondary.higher","15-19",1993,NA,139340,"region1",0.139406697461566,-7.83263343415295
"Albania","M","noEdu.primary","15-19",1993,NA,11760,"region1",0.267188033025516,-6.70836443527622
"Albania","F","noEdu.primary","15-19",1994,NA,10360,"region1",0.390191569166585,-7.45710116445394
"Albania","M","secondary.higher","15-19",1994,NA,141140,"region1",0.099276894283745,-7.11956291770209
"Albania","F","secondary.higher","15-19",1994,NA,137920,"region1",0.140452523654104,-7.83873183536959
"Albania","M","noEdu.primary","15-19",1994,NA,11480,"region1",0.267356208053807,-6.7090841032542
"Albania","F","noEdu.primary","15-19",1995,NA,10000,"region1",0.395767894568414,-7.47096939392377
"Albania","M","secondary.higher","15-19",1995,NA,138500,"region1",0.101076690080898,-7.12125718958407
"Albania","F","secondary.higher","15-19",1995,NA,136500,"region1",0.139955373188462,-7.83979887633261
"Albania","M","noEdu.primary","15-19",1995,NA,11200,"region1",0.271575039746419,-6.70930559645328
"Albania","F","noEdu.primary","15-19",1996,NA,9920,"region1",0.401349804484662,-7.51371015786834
"Albania","M","secondary.higher","15-19",1996,NA,137040,"region1",0.101883528497987,-7.16243263264841
"Albania","F","secondary.higher","15-19",1996,NA,136520,"region1",0.145631019313741,-7.88226083783989
"Albania","M","noEdu.primary","15-19",1996,NA,11120,"region1",0.278385188634366,-6.74994124878977
"Albania","F","noEdu.primary","15-19",1997,NA,9840,"region1",0.410391790331494,-7.54485647584871
"Albania","M","secondary.higher","15-19",1997,NA,135580,"region1",0.102179988504658,-7.19238013668167
"Albania","F","secondary.higher","15-19",1997,NA,136540,"region1",0.143390957480283,-7.91007353692173
"Albania","M","noEdu.primary","15-19",1997,NA,11040,"region1",0.283438201307371,-6.78693329769628
"Albania","F","noEdu.primary","15-19",1998,-7.57660976697304,9760,"region1",0.414168670578119,-7.56557763222355
"Albania","M","secondary.higher","15-19",1998,-7.12435897345595,134120,"region1",0.10547488623283,-7.22141964466742
"Albania","F","secondary.higher","15-19",1998,-7.9326990593577,136560,"region1",0.149608632349535,-7.93949195502189
"Albania","M","noEdu.primary","15-19",1998,-6.66295023088675,10960,"region1",0.288799737389428,-6.81791756239976
"Albania","F","noEdu.primary","15-19",1999,-7.56837926783652,9680,"region1",0.422197935507438,-7.60700183403679
"Albania","M","secondary.higher","15-19",1999,-7.13210564896748,132660,"region1",0.108359923572545,-7.25940256938254
"Albania","F","secondary.higher","15-19",1999,-7.97451820080502,136580,"region1",0.15015520492875,-7.97229993659808
"Albania","M","noEdu.primary","15-19",1999,-6.7297321629484,10880,"region1",0.290498334963992,-6.85092006279479
"Albania","F","noEdu.primary","15-19",2000,-7.56008046502183,9600,"region1",0.439962690067674,-7.65846533071459
"Albania","M","secondary.higher","15-19",2000,-7.14974916726249,131200,"region1",0.10931498738387,-7.29100787926569
"Albania","F","secondary.higher","15-19",2000,-8.01814973634851,136600,"region1",0.152344935069019,-8.00878017177164
"Albania","M","noEdu.primary","15-19",2000,-6.72235205565077,10800,"region1",0.297534914690474,-6.87916425027717
"Albania","F","noEdu.primary","15-19",2001,-7.61085279039525,10100,"region1",0.424551565516076,-7.65523691461247
"Albania","M","secondary.higher","15-19",2001,-7.2051896428766,134640,"region1",0.111064030977907,-7.3031195334121
"Albania","F","secondary.higher","15-19",2001,-8.03599828388269,139060,"region1",0.152917500175324,-8.02051175548769
"Albania","M","noEdu.primary","15-19",2001,-6.77466335021878,11380,"region1",0.290059994549649,-6.88863995821467
"Albania","F","noEdu.primary","15-19",2002,-7.65917136766606,10600,"region1",0.41308267480618,-7.65158272059056
"Albania","M","secondary.higher","15-19",2002,-7.27124031484942,138080,"region1",0.109955067307956,-7.31260387661636
"Albania","F","secondary.higher","15-19",2002,-8.05353383906335,141520,"region1",0.151801667685096,-8.02613418911808
"Albania","M","noEdu.primary","15-19",2002,-6.82437367004309,11960,"region1",0.285663844963257,-6.89382833749392
"Albania","F","noEdu.primary","15-19",2003,-7.70526247486633,11100,"region1",0.40853658767584,-7.66423298949713
"Albania","M","secondary.higher","15-19",2003,-7.32759683568041,141520,"region1",0.106307671666125,-7.31941882339687
"Albania","F","secondary.higher","15-19",2003,-8.0487882835342,143980,"region1",0.151701354365902,-8.04058182476936
"Albania","M","noEdu.primary","15-19",2003,-6.87172945672538,12540,"region1",0.282134656202025,-6.91157559375177
"Albania","F","noEdu.primary","15-19",2004,-7.5670009078664,11600,"region1",0.41567556498239,-7.68953944216447
"Albania","M","secondary.higher","15-19",2004,-7.4068763067986,144960,"region1",0.105208976913419,-7.33097323257
"Albania","F","secondary.higher","15-19",2004,-8.08770857746385,146440,"region1",0.14719039867382,-8.05047075576447
"Albania","M","noEdu.primary","15-19",2004,-6.91694370503654,13120,"region1",0.279916502304543,-6.92814605272225
"Albania","F","noEdu.primary","15-19",2005,-7.60920126235678,12100,"region1",0.396970826871098,-7.68706128300154
"Albania","M","secondary.higher","15-19",2005,-7.45331931346191,148400,"region1",0.105690001628931,-7.34308929240148
"Albania","F","secondary.higher","15-19",2005,-8.10436772890178,148900,"region1",0.151165011071069,-8.06421746023577
"Albania","M","noEdu.primary","15-19",2005,-7.12725583901785,13700,"region1",0.272638219952515,-6.93121975137157
"Albania","F","noEdu.primary","15-19",2006,-7.42314191407569,11720,"region1",0.41124953204889,-7.72312843117998
"Albania","M","secondary.higher","15-19",2006,-7.46355426839086,146440,"region1",0.10981708237234,-7.36681700837602
"Albania","F","secondary.higher","15-19",2006,-8.07464907506665,144540,"region1",0.153811976697289,-8.08815509802319
"Albania","M","noEdu.primary","15-19",2006,-7.10958233040035,13460,"region1",0.28113947262212,-6.96024129618935
"Albania","F","noEdu.primary","15-19",2007,-7.54433210805369,11340,"region1",0.41645407504991,-7.72844145237518
"Albania","M","secondary.higher","15-19",2007,-7.47417712138656,144480,"region1",0.108003517569774,-7.36884124908445
"Albania","F","secondary.higher","15-19",2007,-8.02204119356522,140180,"region1",0.157964950033309,-8.09186585795423
"Albania","M","noEdu.primary","15-19",2007,-7.00457946361768,13220,"region1",0.282655404143765,-6.95960341544568
"Albania","F","noEdu.primary","15-19",2008,-7.35609741144669,10960,"region1",0.435731398031002,-7.7651912867631
"Albania","M","secondary.higher","15-19",2008,-7.47278846504733,142520,"region1",0.109866297162997,-7.39998748444426
"Albania","F","secondary.higher","15-19",2008,-7.99044436217869,135820,"region1",0.163066422027396,-8.12179885190702
"Albania","M","noEdu.primary","15-19",2008,-7.07326971745971,12980,"region1",0.286600548710217,-6.99270143358753
"Albania","F","noEdu.primary","15-19",2009,NA,10580,"region1",0.440378467094614,-7.79970711304327
"Albania","M","secondary.higher","15-19",2009,NA,140560,"region1",0.113341354985992,-7.42582489835419
"Albania","F","secondary.higher","15-19",2009,NA,131460,"region1",0.164094333817288,-8.14661728841302
"Albania","M","noEdu.primary","15-19",2009,NA,12740,"region1",0.291757918742861,-7.02022379192478
"Albania","F","noEdu.primary","15-19",2010,NA,10200,"region1",0.450000049993367,-7.81635370475893
"Albania","M","secondary.higher","15-19",2010,NA,138600,"region1",0.116597876505301,-7.4585637185535
"Albania","F","secondary.higher","15-19",2010,NA,127100,"region1",0.171618433672278,-8.17854596413174
"Albania","M","noEdu.primary","15-19",2010,NA,12500,"region1",0.298892122054376,-7.05333174892677
"Albania","F","noEdu.primary","15-19",2011,NA,9360,"region1",0.472791953275699,-7.87122352638561
"Albania","M","secondary.higher","15-19",2011,NA,134960,"region1",0.117202010674368,-7.48218564971757
"Albania","F","secondary.higher","15-19",2011,NA,124980,"region1",0.174184943917277,-8.20361355266375
"Albania","M","noEdu.primary","15-19",2011,NA,11400,"region1",0.314920478082103,-7.0756522227385
"Albania","F","noEdu.primary","15-19",2012,NA,8520,"region1",0.493310353063156,-7.90192010205438
"Albania","M","secondary.higher","15-19",2012,NA,131320,"region1",0.121101861317855,-7.51021508138622
"Albania","F","secondary.higher","15-19",2012,NA,122860,"region1",0.177147064129451,-8.23136329386597
"Albania","M","noEdu.primary","15-19",2012,NA,10300,"region1",0.333272949085336,-7.10727319511967
"Albania","F","noEdu.primary","15-19",2013,NA,7680,"region1",0.53780885835411,-7.9482372525515
"Albania","M","secondary.higher","15-19",2013,NA,127680,"region1",0.12336645378028,-7.53590005513798
"Albania","F","secondary.higher","15-19",2013,NA,120740,"region1",0.180264452640891,-8.26058780987687
"Albania","M","noEdu.primary","15-19",2013,NA,9200,"region1",0.357435430649125,-7.14723171790817
"Albania","F","noEdu.primary","15-19",2014,NA,6840,"region1",0.558226773158408,-7.96866015800773
"Albania","M","secondary.higher","15-19",2014,NA,124040,"region1",0.125517652113911,-7.54753090662892
"Albania","F","secondary.higher","15-19",2014,NA,118620,"region1",0.184942531532725,-8.27386514651149
"Albania","M","noEdu.primary","15-19",2014,NA,8100,"region1",0.375929583479899,-7.15982026470526
"Albania","F","noEdu.primary","15-19",2015,NA,6000,"region1",0.615240868851084,-8.0963260299287
"Albania","M","secondary.higher","15-19",2015,NA,120400,"region1",0.141169898010592,-7.6477239268983
"Albania","F","secondary.higher","15-19",2015,NA,116500,"region1",0.197607732839613,-8.3689361465064
"Albania","M","noEdu.primary","15-19",2015,NA,7000,"region1",0.419673452128046,-7.28015348039406
"Armenia","F","noEdu.primary","15-19",1978,NA,9060,"region2",0.250287342537029,-6.38581388983268
"Armenia","M","secondary.higher","15-19",1978,NA,170480,"region2",0.0579228941950324,-6.31455872301977
"Armenia","F","secondary.higher","15-19",1978,NA,165000,"region2",0.0907606662093744,-7.20569531118715
"Armenia","M","noEdu.primary","15-19",1978,NA,9200,"region2",0.15856028677048,-5.47713257983564
"Armenia","F","noEdu.primary","15-19",1979,NA,8980,"region2",0.252631546582466,-6.41184593045491
"Armenia","M","secondary.higher","15-19",1979,NA,172740,"region2",0.0587597371072097,-6.33515397438073
"Armenia","F","secondary.higher","15-19",1979,NA,166900,"region2",0.0915239148712145,-7.23175609532107
"Armenia","M","noEdu.primary","15-19",1979,NA,9100,"region2",0.16161773957769,-5.50038510830018
"Armenia","F","noEdu.primary","15-19",1980,NA,8900,"region2",0.25855843398515,-6.43445867406296
"Armenia","M","secondary.higher","15-19",1980,NA,175000,"region2",0.0582321669753413,-6.35827210898802
"Armenia","F","secondary.higher","15-19",1980,NA,168800,"region2",0.091853592016737,-7.25391525100348
"Armenia","M","noEdu.primary","15-19",1980,NA,9000,"region2",0.166023756317735,-5.5260573997353
"Armenia","F","noEdu.primary","15-19",1981,NA,8480,"region2",0.260015326748816,-6.4529069055161
"Armenia","M","secondary.higher","15-19",1981,NA,169460,"region2",0.0606021685469186,-6.37609328024231
"Armenia","F","secondary.higher","15-19",1981,NA,163100,"region2",0.0944199557636516,-7.2707885148426
"Armenia","M","noEdu.primary","15-19",1981,NA,8580,"region2",0.172199559785093,-5.5451257403852
"Armenia","F","noEdu.primary","15-19",1982,NA,8060,"region2",0.27730246773535,-6.47148098216006
"Armenia","M","secondary.higher","15-19",1982,NA,163920,"region2",0.0612867891118162,-6.39602240753373
"Armenia","F","secondary.higher","15-19",1982,NA,157400,"region2",0.0958633365850141,-7.28670452806099
"Armenia","M","noEdu.primary","15-19",1982,NA,8160,"region2",0.176791871738351,-5.56687212193501
"Armenia","F","noEdu.primary","15-19",1983,NA,7640,"region2",0.287608712348265,-6.53326733863596
"Armenia","M","secondary.higher","15-19",1983,NA,158380,"region2",0.0635742898984084,-6.44746474606246
"Armenia","F","secondary.higher","15-19",1983,NA,151700,"region2",0.098807117441086,-7.34497246880569
"Armenia","M","noEdu.primary","15-19",1983,NA,7740,"region2",0.187750963827886,-5.61559611016016
"Armenia","F","noEdu.primary","15-19",1984,NA,7220,"region2",0.293888610853982,-6.54791607776142
"Armenia","M","secondary.higher","15-19",1984,NA,152840,"region2",0.0647838514652446,-6.4588189745055
"Armenia","F","secondary.higher","15-19",1984,NA,146000,"region2",0.10359337432372,-7.35262685399571
"Armenia","M","noEdu.primary","15-19",1984,NA,7320,"region2",0.190879116721775,-5.62708472439459
"Armenia","F","noEdu.primary","15-19",1985,NA,6800,"region2",0.311832516104603,-6.56171317342341
"Armenia","M","secondary.higher","15-19",1985,NA,147300,"region2",0.0670302556800684,-6.47025356462356
"Armenia","F","secondary.higher","15-19",1985,NA,140300,"region2",0.10520708514869,-7.36546977929036
"Armenia","M","noEdu.primary","15-19",1985,NA,6900,"region2",0.196952764325561,-5.64107688130461
"Armenia","F","noEdu.primary","15-19",1986,NA,6620,"region2",0.316730686486827,-6.56118831499769
"Armenia","M","secondary.higher","15-19",1986,NA,145420,"region2",0.0667163202388415,-6.47890863846321
"Armenia","F","secondary.higher","15-19",1986,NA,137940,"region2",0.108673102993134,-7.37425829517247
"Armenia","M","noEdu.primary","15-19",1986,NA,6720,"region2",0.200312694501259,-5.65171544901462
"Armenia","F","noEdu.primary","15-19",1987,NA,6440,"region2",0.315941385406975,-6.58131507266851
"Armenia","M","secondary.higher","15-19",1987,NA,143540,"region2",0.0681381039794115,-6.48900138241061
"Armenia","F","secondary.higher","15-19",1987,NA,135580,"region2",0.109124266617717,-7.38360321633177
"Armenia","M","noEdu.primary","15-19",1987,NA,6540,"region2",0.207880770544148,-5.66317323556339
"Armenia","F","noEdu.primary","15-19",1988,NA,6260,"region2",0.328741828025365,-6.6011270906852
"Armenia","M","secondary.higher","15-19",1988,NA,141660,"region2",0.0688548170186151,-6.49891224050143
"Armenia","F","secondary.higher","15-19",1988,NA,133220,"region2",0.107352699036996,-7.3905175527946
"Armenia","M","noEdu.primary","15-19",1988,NA,6360,"region2",0.211622808657739,-5.67893098524527
"Armenia","F","noEdu.primary","15-19",1989,NA,6080,"region2",0.324073656350232,-6.58981582346725
"Armenia","M","secondary.higher","15-19",1989,NA,139780,"region2",0.0686592119069076,-6.49898672607597
"Armenia","F","secondary.higher","15-19",1989,NA,130860,"region2",0.112831224404333,-7.39679174262105
"Armenia","M","noEdu.primary","15-19",1989,NA,6180,"region2",0.213332953271237,-5.67527281048054
"Armenia","F","noEdu.primary","15-19",1990,-7.5840953412257,5900,"region2",0.338945858431257,-6.61299007447973
"Armenia","M","secondary.higher","15-19",1990,-6.92162917804534,137900,"region2",0.0706724902707309,-6.5189525892484
"Armenia","F","secondary.higher","15-19",1990,-7.93504278682832,128500,"region2",0.112876350889488,-7.41445676512436
"Armenia","M","noEdu.primary","15-19",1990,-6.90775527898214,6000,"region2",0.215791389258161,-5.69584781667783
"Armenia","F","noEdu.primary","15-19",1991,-7.57387378715416,5840,"region2",0.334027047223347,-6.61204169183396
"Armenia","M","secondary.higher","15-19",1991,-6.95803243227315,134600,"region2",0.0717278931561937,-6.51818925950742
"Armenia","F","secondary.higher","15-19",1991,-7.95779960101534,128600,"region2",0.113863517266518,-7.41398446389298
"Armenia","M","noEdu.primary","15-19",1991,-6.88072660659422,5840,"region2",0.222156673078434,-5.69499137233602
"Armenia","F","noEdu.primary","15-19",1992,-7.96901178110648,5780,"region2",0.33738625096679,-6.62117848249905
"Armenia","M","secondary.higher","15-19",1992,-6.99774831750884,131300,"region2",0.0722258137178748,-6.52166891317426
"Armenia","F","secondary.higher","15-19",1992,-8.00403927789066,128700,"region2",0.113262631299645,-7.41649983334388
"Armenia","M","noEdu.primary","15-19",1992,-6.85294704248714,5680,"region2",0.223980763052983,-5.69397496311046
"Armenia","F","noEdu.primary","15-19",1993,-7.9585769038139,5720,"region2",0.336158238971729,-6.61962578572353
"Armenia","M","secondary.higher","15-19",1993,-7.04128667160666,128000,"region2",0.0719778806465267,-6.52091680761233
"Armenia","F","secondary.higher","15-19",1993,-8.02834647436902,128800,"region2",0.114917853791855,-7.41582827460683
"Armenia","M","noEdu.primary","15-19",1993,-7.00669522683704,5520,"region2",0.226114592073767,-5.6962270172436
"Armenia","F","noEdu.primary","15-19",1994,-7.94803199063728,5660,"region2",0.34310061293707,-6.62958693665442
"Armenia","M","secondary.higher","15-19",1994,-7.08927523252675,124700,"region2",0.0745558949123773,-6.52168250581534
"Armenia","F","secondary.higher","15-19",1994,-8.07791273481334,128900,"region2",0.113953016164562,-7.4191228373482
"Armenia","M","noEdu.primary","15-19",1994,-6.97728134163075,5360,"region2",0.228779845000757,-5.70438303471249
"Armenia","F","noEdu.primary","15-19",1995,-7.9373746961633,5600,"region2",0.345329109423127,-6.63290091746066
"Armenia","M","secondary.higher","15-19",1995,-7.13213517910415,121400,"region2",0.0749318085944668,-6.52677059984177
"Armenia","F","secondary.higher","15-19",1995,-8.10400603721416,129000,"region2",0.113294030291913,-7.42327922026918
"Armenia","M","noEdu.primary","15-19",1995,-6.94697599213542,5200,"region2",0.236323819896806,-5.70587052510149
"Armenia","F","noEdu.primary","15-19",1996,-7.9550742732627,5700,"region2",0.348439394269836,-6.67155769430428
"Armenia","M","secondary.higher","15-19",1996,-7.18554649249647,125420,"region2",0.0767703772312597,-6.56756829746388
"Armenia","F","secondary.higher","15-19",1996,-8.15342548402218,132060,"region2",0.112157674054629,-7.46234532439237
"Armenia","M","noEdu.primary","15-19",1996,-6.97354301952014,5340,"region2",0.235128435604565,-5.75298168929592
"Armenia","F","noEdu.primary","15-19",1997,-7.97246601597457,5800,"region2",0.351924554061246,-6.70630901047869
"Armenia","M","secondary.higher","15-19",1997,-7.22767795002231,129440,"region2",0.0764787653112603,-6.5980571529474
"Armenia","F","secondary.higher","15-19",1997,-8.20300063883746,135120,"region2",0.116081613824283,-7.49032539438618
"Armenia","M","noEdu.primary","15-19",1997,-7.22256601882217,5480,"region2",0.232342320862568,-5.77098025986969
"Armenia","F","noEdu.primary","15-19",1998,-7.98956044933387,5900,"region2",0.355453272758088,-6.73587006998919
"Armenia","M","secondary.higher","15-19",1998,-7.27976850940856,133460,"region2",0.0757676566828624,-6.62666659197338
"Armenia","F","secondary.higher","15-19",1998,-8.25279352358668,138180,"region2",0.116034447094657,-7.52341996198819
"Armenia","M","noEdu.primary","15-19",1998,-7.24779258176785,5620,"region2",0.23641290372943,-5.80570020773999
"Armenia","F","noEdu.primary","15-19",1999,-8.00636756765025,6000,"region2",0.349943089083358,-6.76631666365591
"Armenia","M","secondary.higher","15-19",1999,-7.34259736123163,137480,"region2",0.0740790808513713,-6.6630948069241
"Armenia","F","secondary.higher","15-19",1999,-8.33185532542616,141240,"region2",0.114184212634101,-7.55696583130771
"Armenia","M","noEdu.primary","15-19",1999,-7.27239839257005,5760,"region2",0.236684101084709,-5.84046834813569
"Armenia","F","noEdu.primary","15-19",2000,-8.02289686960146,6100,"region2",0.359682861931383,-6.79675358088321
"Armenia","M","secondary.higher","15-19",2000,-7.39414687741085,141500,"region2",0.0764610830767326,-6.69733425315683
"Armenia","F","secondary.higher","15-19",2000,-8.38314218329548,144300,"region2",0.117018078258848,-7.592970392658
"Armenia","M","noEdu.primary","15-19",2000,-7.29641326877392,5900,"region2",0.244201040722274,-5.87683208299006
"Armenia","F","noEdu.primary","15-19",2001,-8.01961279440027,6080,"region2",0.361170141593997,-6.80370645898514
"Armenia","M","secondary.higher","15-19",2001,-7.39087476528534,144280,"region2",0.0759254946422297,-6.70321669054296
"Armenia","F","secondary.higher","15-19",2001,-8.35120805394198,144000,"region2",0.116973442351807,-7.60225892241933
"Armenia","M","noEdu.primary","15-19",2001,-7.31986492980897,6040,"region2",0.24309227979414,-5.88017898615127
"Armenia","F","noEdu.primary","15-19",2002,-8.01631789850341,6060,"region2",0.365768982707813,-6.82939181988848
"Armenia","M","secondary.higher","15-19",2002,-7.37680736870117,147060,"region2",0.0744863596031696,-6.71491205337219
"Armenia","F","secondary.higher","15-19",2002,-8.34912254745096,143700,"region2",0.118769379042264,-7.61012072380434
"Armenia","M","noEdu.primary","15-19",2002,-7.34277918933185,6180,"region2",0.234958812298436,-5.89619124804412
"Armenia","F","noEdu.primary","15-19",2003,-8.01301211036892,6040,"region2",0.36730978988185,-6.83827733409481
"Armenia","M","secondary.higher","15-19",2003,-7.37402855484797,149840,"region2",0.0756444407054752,-6.72621581666183
"Armenia","F","secondary.higher","15-19",2003,-8.34703268253149,143400,"region2",0.11824569231758,-7.62108470683663
"Armenia","M","noEdu.primary","15-19",2003,-7.36518012602101,6320,"region2",0.233261473867655,-5.90535262144945
"Armenia","F","noEdu.primary","15-19",2004,-8.00969535774292,6020,"region2",0.3664508890755,-6.84183223788892
"Armenia","M","secondary.higher","15-19",2004,-7.38182955924308,152620,"region2",0.0755805508427628,-6.73400777224115
"Armenia","F","secondary.higher","15-19",2004,-8.34493844092838,143100,"region2",0.120441370379787,-7.63557771193738
"Armenia","M","noEdu.primary","15-19",2004,-7.16394668434255,6460,"region2",0.231704743735282,-5.90932319185354
"Armenia","F","noEdu.primary","15-19",2005,-8.00636756765025,6000,"region2",0.370531000844254,-6.85764155455462
"Armenia","M","secondary.higher","15-19",2005,-7.3790467384123,155400,"region2",0.0744887216274637,-6.74859568315179
"Armenia","F","secondary.higher","15-19",2005,-8.34283980427146,142800,"region2",0.119249510534509,-7.64256353206853
"Armenia","M","noEdu.primary","15-19",2005,-7.18538701558042,6600,"region2",0.234952877710563,-5.92295171032488
"Armenia","F","noEdu.primary","15-19",2006,-7.94803199063728,5660,"region2",0.385994177751011,-6.8974033600579
"Armenia","M","secondary.higher","15-19",2006,-7.37459601681936,151520,"region2",0.0766626442696728,-6.77329801240471
"Armenia","F","secondary.higher","15-19",2006,-8.32404965126315,136020,"region2",0.125155323961538,-7.67093833214454
"Armenia","M","noEdu.primary","15-19",2006,-7.15461535691366,6400,"region2",0.240417840477434,-5.95479957858676
"Armenia","F","noEdu.primary","15-19",2007,-7.88608140177575,5320,"region2",0.394349372946078,-6.89843696128523
"Armenia","M","secondary.higher","15-19",2007,-7.35923737487393,147640,"region2",0.0763208047451369,-6.77656295994241
