"geo","sex","edu.att","age.group","year","log.mx.new","pop.size","region","sigma","mu"
"Jordan","F","noEdu.primary","15-19",2001,-7.33501024002271,105780,"region3",0.11348779190458,-7.21963001462975
"Jordan","M","secondary.higher","15-19",2001,-7.35368833664315,176500,"region3",0.0883140489074123,-7.23543930881913
"Jordan","F","secondary.higher","15-19",2001,-7.77741004647062,164640,"region3",0.122873488717188,-7.824851468552
"Jordan","M","noEdu.primary","15-19",2001,-6.91691672431427,114040,"region3",0.0830523019316665,-6.62357422499513
"Jordan","F","noEdu.primary","15-19",2002,-7.39075106652153,105360,"region3",0.115228931788015,-7.22835885581985
"Jordan","M","secondary.higher","15-19",2002,-7.33594863816786,178000,"region3",0.0885574054975949,-7.24091740367211
"Jordan","F","secondary.higher","15-19",2002,-7.75934973079656,166380,"region3",0.123770335421573,-7.83463989945933
"Jordan","M","noEdu.primary","15-19",2002,-6.95548668180333,113280,"region3",0.0818236814579622,-6.63513503045361
"Jordan","F","noEdu.primary","15-19",2003,-7.41800931084917,104940,"region3",0.113399100721588,-7.23614324960392
"Jordan","M","secondary.higher","15-19",2003,-7.34434029580411,179500,"region3",0.0895103736532404,-7.25239530905976
"Jordan","F","secondary.higher","15-19",2003,-7.76975341207774,168120,"region3",0.1239738870116,-7.84633547702128
"Jordan","M","noEdu.primary","15-19",2003,-6.98649536346242,112520,"region3",0.0814879284360811,-6.645913519563
"Jordan","F","noEdu.primary","15-19",2004,-7.44625985546124,104520,"region3",0.115365086087872,-7.2492672216933
"Jordan","M","secondary.higher","15-19",2004,-7.36132018188471,181000,"region3",0.089353817595313,-7.26556448420487
"Jordan","F","secondary.higher","15-19",2004,-7.79423460528464,169860,"region3",0.120844517479506,-7.85832739034204
"Jordan","M","noEdu.primary","15-19",2004,-7.00898847708958,111760,"region3",0.0831824686873689,-6.65599579373007
"Jordan","F","noEdu.primary","15-19",2005,-7.45876269238096,104100,"region3",0.116871750432056,-7.26148740320905
"Jordan","M","secondary.higher","15-19",2005,-7.38711763329234,182500,"region3",0.0903289589636771,-7.27543163081147
"Jordan","F","secondary.higher","15-19",2005,-7.81881496143874,171600,"region3",0.122861844600664,-7.86672262253566
"Jordan","M","noEdu.primary","15-19",2005,-7.02216563015988,111000,"region3",0.0839696737329547,-6.66643563326214
"Jordan","F","noEdu.primary","15-19",2006,-7.47892313175429,106220,"region3",0.115358998205887,-7.28951415821095
"Jordan","M","secondary.higher","15-19",2006,-7.39792066643113,189380,"region3",0.0897150503832574,-7.29971063392805
"Jordan","F","secondary.higher","15-19",2006,-7.8288793817001,178360,"region3",0.122359583539113,-7.89240819606262
"Jordan","M","noEdu.primary","15-19",2006,-7.03032683137032,113040,"region3",0.0855371264521869,-6.69301019001411
"Jordan","F","noEdu.primary","15-19",2007,-7.48215584503858,108340,"region3",0.117400664492889,-7.28899050686501
"Jordan","M","secondary.higher","15-19",2007,-7.40807209664896,196260,"region3",0.0863531087902142,-7.30275772301019
"Jordan","F","secondary.higher","15-19",2007,-7.85209342341145,185120,"region3",0.118483913324595,-7.89508242321192
"Jordan","M","noEdu.primary","15-19",2007,-7.03826230082422,115080,"region3",0.0835640617016338,-6.69640591122446
"Jordan","F","noEdu.primary","15-19",2008,-7.48527435841009,110460,"region3",0.117673003638154,-7.31702000490371
"Jordan","M","secondary.higher","15-19",2008,-7.43415893271145,203140,"region3",0.086774469598897,-7.33093364997673
"Jordan","F","secondary.higher","15-19",2008,-7.87416601446761,191880,"region3",0.119379502746117,-7.92124083524841
"Jordan","M","noEdu.primary","15-19",2008,-7.0362253409655,117120,"region3",0.0837528803507665,-6.72085249487055
"Jordan","F","noEdu.primary","15-19",2009,-7.50428497397293,112580,"region3",0.116582506871781,-7.34674521009457
"Jordan","M","secondary.higher","15-19",2009,-7.44277368788757,210020,"region3",0.0860699219920766,-7.35692389739115
"Jordan","F","secondary.higher","15-19",2009,-7.89518432697788,198640,"region3",0.119391328276765,-7.95199297885534
"Jordan","M","noEdu.primary","15-19",2009,-7.05349341859758,119160,"region3",0.0850946101977165,-6.75237145674478
"Jordan","F","noEdu.primary","15-19",2010,-7.60702403528291,114700,"region3",0.119248686372042,-7.37743794985708
"Jordan","M","secondary.higher","15-19",2010,-7.38191691837654,216900,"region3",0.087509165397739,-7.38942222462871
"Jordan","F","secondary.higher","15-19",2010,-7.83826542180416,205400,"region3",0.118321204599557,-7.98514633733647
"Jordan","M","noEdu.primary","15-19",2010,-7.15132046101681,121200,"region3",0.0847368138015841,-6.78417645034562
"Jordan","F","noEdu.primary","15-19",2011,-7.61644767087754,121880,"region3",0.115222477856612,-7.40088667511365
"Jordan","M","secondary.higher","15-19",2011,-7.39451430106858,235920,"region3",0.0847628510264232,-7.41298088412308
"Jordan","F","secondary.higher","15-19",2011,-7.85990120847792,225440,"region3",0.115286611015907,-8.00460986606238
"Jordan","M","noEdu.primary","15-19",2011,-7.17262816815815,127720,"region3",0.0854414705309317,-6.80760843130145
"Jordan","F","noEdu.primary","15-19",2012,-7.64089830644474,129060,"region3",0.112447492376357,-7.42770937002141
"Jordan","M","secondary.higher","15-19",2012,-7.41183089992328,254940,"region3",0.0815980643357411,-7.4363717194665
"Jordan","F","secondary.higher","15-19",2012,-7.87837126334978,245480,"region3",0.111639450671691,-8.03024547935838
"Jordan","M","noEdu.primary","15-19",2012,-7.1726555334714,134240,"region3",0.0829228964429538,-6.83468906272974
"Jordan","F","noEdu.primary","15-19",2013,-7.54550719632051,136240,"region3",0.111895336917625,-7.45049782002819
"Jordan","M","secondary.higher","15-19",2013,-7.49685686846557,273960,"region3",0.0806171814712528,-7.46426566676625
"Jordan","F","secondary.higher","15-19",2013,-7.9568459532406,265520,"region3",0.108768672487308,-8.05668681275037
"Jordan","M","noEdu.primary","15-19",2013,-7.08412696696986,140760,"region3",0.0832016409986368,-6.85705374740161
"Jordan","F","noEdu.primary","15-19",2014,-7.55604455390026,143420,"region3",0.110482923960771,-7.46549790408877
"Jordan","M","secondary.higher","15-19",2014,-7.5064552612993,292980,"region3",0.0790131875201127,-7.47622012043566
"Jordan","F","secondary.higher","15-19",2014,-7.96708759348181,285560,"region3",0.104327464112071,-8.06976618173697
"Jordan","M","noEdu.primary","15-19",2014,-7.10430027031022,147280,"region3",0.0823997130053294,-6.87337721689888
"Jordan","F","noEdu.primary","15-19",2015,-7.56567376765834,150600,"region3",0.118528364177646,-7.55646660059262
"Jordan","M","secondary.higher","15-19",2015,-7.52085975186855,312000,"region3",0.0893323344830611,-7.57126441155419
"Jordan","F","secondary.higher","15-19",2015,-7.98564143713313,305600,"region3",0.113885620148389,-8.16312005713436
"Jordan","M","noEdu.primary","15-19",2015,-7.11509459875138,153800,"region3",0.0920524260412614,-6.96429747654643
"Lebanon","F","noEdu.primary","15-19",1978,NA,81200,"region3",0.104400296466494,-6.82518509047476
"Lebanon","M","secondary.higher","15-19",1978,NA,64140,"region3",0.122418046863916,-6.84377940447155
"Lebanon","F","secondary.higher","15-19",1978,NA,62120,"region3",0.165903392320615,-7.44414762421569
"Lebanon","M","noEdu.primary","15-19",1978,NA,82480,"region3",0.080116460722794,-6.23348264544785
"Lebanon","F","noEdu.primary","15-19",1979,NA,79300,"region3",0.108512353613383,-6.85008200254544
"Lebanon","M","secondary.higher","15-19",1979,NA,65420,"region3",0.122581365661812,-6.87039321728405
"Lebanon","F","secondary.higher","15-19",1979,NA,64260,"region3",0.161683892889823,-7.4621088117688
"Lebanon","M","noEdu.primary","15-19",1979,NA,80640,"region3",0.0818739767096391,-6.2580315420969
"Lebanon","F","noEdu.primary","15-19",1980,NA,77400,"region3",0.11186838220185,-6.87229792718233
"Lebanon","M","secondary.higher","15-19",1980,NA,66700,"region3",0.120895064401458,-6.88776882297878
"Lebanon","F","secondary.higher","15-19",1980,NA,66400,"region3",0.162114752564058,-7.48841935296744
"Lebanon","M","noEdu.primary","15-19",1980,NA,78800,"region3",0.0824027794488116,-6.28004738013654
"Lebanon","F","noEdu.primary","15-19",1981,NA,75360,"region3",0.112739359843793,-6.89066133593169
"Lebanon","M","secondary.higher","15-19",1981,NA,67080,"region3",0.122638172599656,-6.90409478408074
"Lebanon","F","secondary.higher","15-19",1981,NA,67700,"region3",0.164736335818958,-7.50343494190119
"Lebanon","M","noEdu.primary","15-19",1981,NA,76640,"region3",0.0829052700236038,-6.29694053288433
"Lebanon","F","noEdu.primary","15-19",1982,NA,73320,"region3",0.117714241262613,-6.91148903567181
"Lebanon","M","secondary.higher","15-19",1982,NA,67460,"region3",0.123477414726998,-6.92709237343703
"Lebanon","F","secondary.higher","15-19",1982,NA,69000,"region3",0.162290746474179,-7.52142108317829
"Lebanon","M","noEdu.primary","15-19",1982,NA,74480,"region3",0.087230784955796,-6.31673129755531
"Lebanon","F","noEdu.primary","15-19",1983,NA,71280,"region3",0.122632321548139,-6.96360697864771
"Lebanon","M","secondary.higher","15-19",1983,NA,67840,"region3",0.12438673045705,-6.97947652345912
"Lebanon","F","secondary.higher","15-19",1983,NA,70300,"region3",0.166736924317803,-7.57551122612812
"Lebanon","M","noEdu.primary","15-19",1983,NA,72320,"region3",0.0906705969310925,-6.36932613922684
"Lebanon","F","noEdu.primary","15-19",1984,NA,69240,"region3",0.122735999053078,-6.97341166179327
"Lebanon","M","secondary.higher","15-19",1984,NA,68220,"region3",0.126545455879528,-6.9911581946614
"Lebanon","F","secondary.higher","15-19",1984,NA,71600,"region3",0.163747120824634,-7.58640586907539
"Lebanon","M","noEdu.primary","15-19",1984,NA,70160,"region3",0.0932498696201097,-6.38409913771114
"Lebanon","F","noEdu.primary","15-19",1985,NA,67200,"region3",0.12754767680819,-6.98591605274504
"Lebanon","M","secondary.higher","15-19",1985,NA,68600,"region3",0.125929731409225,-6.99816962009423
"Lebanon","F","secondary.higher","15-19",1985,NA,72900,"region3",0.159461911481725,-7.59804563806596
"Lebanon","M","noEdu.primary","15-19",1985,NA,68000,"region3",0.0938032080565604,-6.39057078513137
"Lebanon","F","noEdu.primary","15-19",1986,NA,65480,"region3",0.127354913657983,-6.99388589558
"Lebanon","M","secondary.higher","15-19",1986,NA,69960,"region3",0.125161854652882,-7.01165320563991
"Lebanon","F","secondary.higher","15-19",1986,NA,73660,"region3",0.163812406234342,-7.60576019610309
"Lebanon","M","noEdu.primary","15-19",1986,NA,67260,"region3",0.0944502297444403,-6.40339386853452
"Lebanon","F","noEdu.primary","15-19",1987,NA,63760,"region3",0.130552159635459,-7.00642570506755
"Lebanon","M","secondary.higher","15-19",1987,NA,71320,"region3",0.124869752803837,-7.02100550200767
"Lebanon","F","secondary.higher","15-19",1987,NA,74420,"region3",0.163260303135888,-7.61537493221151
"Lebanon","M","noEdu.primary","15-19",1987,NA,66520,"region3",0.0954033772841793,-6.41181337271065
"Lebanon","F","noEdu.primary","15-19",1988,NA,62040,"region3",0.134588292973879,-7.01462914830047
"Lebanon","M","secondary.higher","15-19",1988,NA,72680,"region3",0.124613310590896,-7.03112310551335
"Lebanon","F","secondary.higher","15-19",1988,NA,75180,"region3",0.164546249149021,-7.62687149256425
"Lebanon","M","noEdu.primary","15-19",1988,NA,65780,"region3",0.0952986197236031,-6.42038843091046
"Lebanon","F","noEdu.primary","15-19",1989,NA,60320,"region3",0.135542446457074,-7.01727087588427
"Lebanon","M","secondary.higher","15-19",1989,NA,74040,"region3",0.119314649969697,-7.02818294057095
"Lebanon","F","secondary.higher","15-19",1989,NA,75940,"region3",0.158286515029468,-7.62857148269483
"Lebanon","M","noEdu.primary","15-19",1989,NA,65040,"region3",0.0975035493718067,-6.42214002661289
"Lebanon","F","noEdu.primary","15-19",1990,NA,58600,"region3",0.135994014064877,-7.03402725568637
"Lebanon","M","secondary.higher","15-19",1990,NA,75400,"region3",0.125088612192416,-7.04619823992502
"Lebanon","F","secondary.higher","15-19",1990,NA,76700,"region3",0.161443234470551,-7.64402003486251
"Lebanon","M","noEdu.primary","15-19",1990,NA,64300,"region3",0.0982338354266116,-6.43916290831991
"Lebanon","F","noEdu.primary","15-19",1991,NA,58620,"region3",0.13990252860621,-7.03328989746276
"Lebanon","M","secondary.higher","15-19",1991,NA,78320,"region3",0.120342989349544,-7.04888400099569
"Lebanon","F","secondary.higher","15-19",1991,NA,79300,"region3",0.156795810273788,-7.64368793157039
"Lebanon","M","noEdu.primary","15-19",1991,NA,64980,"region3",0.0990086682324322,-6.43991169335971
"Lebanon","F","noEdu.primary","15-19",1992,NA,58640,"region3",0.140134753691312,-7.03787442370751
"Lebanon","M","secondary.higher","15-19",1992,NA,81240,"region3",0.119440598019642,-7.05190611074556
"Lebanon","F","secondary.higher","15-19",1992,NA,81900,"region3",0.158979359280103,-7.64663316910984
"Lebanon","M","noEdu.primary","15-19",1992,NA,65660,"region3",0.0986465415267041,-6.43991944569374
"Lebanon","F","noEdu.primary","15-19",1993,NA,58660,"region3",0.139281175682338,-7.03535344033753
"Lebanon","M","secondary.higher","15-19",1993,NA,84160,"region3",0.117930429511822,-7.05046455485047
"Lebanon","F","secondary.higher","15-19",1993,NA,84500,"region3",0.157854229159392,-7.6471373093127
"Lebanon","M","noEdu.primary","15-19",1993,NA,66340,"region3",0.100673833380555,-6.44265346136438
"Lebanon","F","noEdu.primary","15-19",1994,NA,58680,"region3",0.138600184191553,-7.03947785407551
"Lebanon","M","secondary.higher","15-19",1994,NA,87080,"region3",0.115253640052028,-7.05303094117635
"Lebanon","F","secondary.higher","15-19",1994,NA,87100,"region3",0.157200251146643,-7.64587175531516
"Lebanon","M","noEdu.primary","15-19",1994,NA,67020,"region3",0.0958725448569454,-6.4448142791274
"Lebanon","F","noEdu.primary","15-19",1995,NA,58700,"region3",0.141605539534742,-7.04756411258555
"Lebanon","M","secondary.higher","15-19",1995,NA,90000,"region3",0.113546790313724,-7.05536853341675
"Lebanon","F","secondary.higher","15-19",1995,NA,89700,"region3",0.152482244215814,-7.65235631095271
"Lebanon","M","noEdu.primary","15-19",1995,NA,67700,"region3",0.0956755557249117,-6.44801678578544
"Lebanon","F","noEdu.primary","15-19",1996,NA,58200,"region3",0.142817046833722,-7.0843409613411
"Lebanon","M","secondary.higher","15-19",1996,NA,91180,"region3",0.115700900891711,-7.09729851055474
"Lebanon","F","secondary.higher","15-19",1996,NA,90900,"region3",0.152952530873825,-7.69323003693335
"Lebanon","M","noEdu.primary","15-19",1996,NA,67200,"region3",0.0999696037346184,-6.4887906013065
"Lebanon","F","noEdu.primary","15-19",1997,NA,57700,"region3",0.146986583960643,-7.11380552871229
"Lebanon","M","secondary.higher","15-19",1997,NA,92360,"region3",0.113401626251845,-7.12623315220135
"Lebanon","F","secondary.higher","15-19",1997,NA,92100,"region3",0.151257707395511,-7.72341299016523
"Lebanon","M","noEdu.primary","15-19",1997,NA,66700,"region3",0.101730860858751,-6.52012223503276
"Lebanon","F","noEdu.primary","15-19",1998,NA,57200,"region3",0.14965279026189,-7.14632338586048
"Lebanon","M","secondary.higher","15-19",1998,NA,93540,"region3",0.118223978714002,-7.15843313247882
"Lebanon","F","secondary.higher","15-19",1998,NA,93300,"region3",0.154848708085648,-7.7537440897866
"Lebanon","M","noEdu.primary","15-19",1998,NA,66200,"region3",0.103134239677842,-6.54948216164663
"Lebanon","F","noEdu.primary","15-19",1999,NA,56700,"region3",0.150079117768221,-7.18007045734581
"Lebanon","M","secondary.higher","15-19",1999,NA,94720,"region3",0.11952871391223,-7.19297070293223
"Lebanon","F","secondary.higher","15-19",1999,NA,94500,"region3",0.158516568583176,-7.78614299968608
"Lebanon","M","noEdu.primary","15-19",1999,NA,65700,"region3",0.10387414813204,-6.5844466991683
"Lebanon","F","noEdu.primary","15-19",2000,NA,56200,"region3",0.15206993753444,-7.21728759631011
"Lebanon","M","secondary.higher","15-19",2000,NA,95900,"region3",0.117592328385263,-7.22923716901187
"Lebanon","F","secondary.higher","15-19",2000,NA,95700,"region3",0.158240948615796,-7.81600056337107
"Lebanon","M","noEdu.primary","15-19",2000,NA,65200,"region3",0.106693019381189,-6.61892028651142
"Lebanon","F","noEdu.primary","15-19",2001,NA,58900,"region3",0.152493020875346,-7.22291776828908
"Lebanon","M","secondary.higher","15-19",2001,NA,101080,"region3",0.11739269822189,-7.23475949713481
"Lebanon","F","secondary.higher","15-19",2001,NA,104660,"region3",0.154123737928027,-7.82761637488269
"Lebanon","M","noEdu.primary","15-19",2001,NA,66200,"region3",0.105841124362551,-6.62737143685844
"Lebanon","F","noEdu.primary","15-19",2002,NA,61600,"region3",0.146429794115088,-7.23062832025593
"Lebanon","M","secondary.higher","15-19",2002,NA,106260,"region3",0.114332134255073,-7.24333915197003
"Lebanon","F","secondary.higher","15-19",2002,NA,113620,"region3",0.15014747957291,-7.8386240775182
"Lebanon","M","noEdu.primary","15-19",2002,NA,67200,"region3",0.106423587055454,-6.63573467580495
"Lebanon","F","noEdu.primary","15-19",2003,NA,64300,"region3",0.145767329527363,-7.24086646265526
"Lebanon","M","secondary.higher","15-19",2003,NA,111440,"region3",0.111589414491412,-7.24987589178319
"Lebanon","F","secondary.higher","15-19",2003,NA,122580,"region3",0.144289708454789,-7.85148276283289
"Lebanon","M","noEdu.primary","15-19",2003,NA,68200,"region3",0.106761932358887,-6.64742434004339
"Lebanon","F","noEdu.primary","15-19",2004,NA,67000,"region3",0.145620297631826,-7.25482477802465
"Lebanon","M","secondary.higher","15-19",2004,NA,116620,"region3",0.110959573979657,-7.26642263512266
"Lebanon","F","secondary.higher","15-19",2004,NA,131540,"region3",0.137944664853803,-7.85894836120159
"Lebanon","M","noEdu.primary","15-19",2004,NA,69200,"region3",0.106135254704378,-6.6568450761426
"Lebanon","F","noEdu.primary","15-19",2005,NA,69700,"region3",0.143023726115825,-7.26239502210484
"Lebanon","M","secondary.higher","15-19",2005,NA,121800,"region3",0.108550052210391,-7.27633560430709
"Lebanon","F","secondary.higher","15-19",2005,NA,140500,"region3",0.136345594852756,-7.87230758206421
"Lebanon","M","noEdu.primary","15-19",2005,NA,70200,"region3",0.106722896073079,-6.67006165310604
"Lebanon","F","noEdu.primary","15-19",2006,NA,67500,"region3",0.144146948995043,-7.2916717114511
"Lebanon","M","secondary.higher","15-19",2006,NA,127900,"region3",0.109209086375365,-7.30162569024522
"Lebanon","F","secondary.higher","15-19",2006,NA,146880,"region3",0.13721208006791,-7.89566966769378
"Lebanon","M","noEdu.primary","15-19",2006,NA,68240,"region3",0.107844483199556,-6.69699713225847
"Lebanon","F","noEdu.primary","15-19",2007,NA,65300,"region3",0.148046812076599,-7.29204425511081
"Lebanon","M","secondary.higher","15-19",2007,NA,134000,"region3",0.105221714149736,-7.30201135139687
"Lebanon","F","secondary.higher","15-19",2007,NA,153260,"region3",0.132997694109108,-7.89615762085482
"Lebanon","M","noEdu.primary","15-19",2007,NA,66280,"region3",0.110617513158762,-6.69592132983471
"Lebanon","F","noEdu.primary","15-19",2008,NA,63100,"region3",0.152859618435399,-7.31957532431407
"Lebanon","M","secondary.higher","15-19",2008,NA,140100,"region3",0.103652702314165,-7.33132399686122
"Lebanon","F","secondary.higher","15-19",2008,NA,159640,"region3",0.131473303928691,-7.92361073979987
"Lebanon","M","noEdu.primary","15-19",2008,NA,64320,"region3",0.114008575473651,-6.72673014962779
"Lebanon","F","noEdu.primary","15-19",2009,NA,60900,"region3",0.156615617960357,-7.35136339677851
"Lebanon","M","secondary.higher","15-19",2009,NA,146200,"region3",0.102034994973704,-7.359029952218
"Lebanon","F","secondary.higher","15-19",2009,NA,166020,"region3",0.129999110606543,-7.95355271539558
"Lebanon","M","noEdu.primary","15-19",2009,NA,62360,"region3",0.120358416517841,-6.7562527299519
"Lebanon","F","noEdu.primary","15-19",2010,NA,58700,"region3",0.161539430979696,-7.38709812443711
"Lebanon","M","secondary.higher","15-19",2010,NA,152300,"region3",0.102687604885608,-7.38864332145864
"Lebanon","F","secondary.higher","15-19",2010,NA,172400,"region3",0.129383475291681,-7.98367407188803
"Lebanon","M","noEdu.primary","15-19",2010,NA,60400,"region3",0.123225232790102,-6.78669222267841
"Lebanon","F","noEdu.primary","15-19",2011,NA,57080,"region3",0.169047953000483,-7.40808004554724
"Lebanon","M","secondary.higher","15-19",2011,NA,165060,"region3",0.0991137680193836,-7.41686658576741
"Lebanon","F","secondary.higher","15-19",2011,NA,185100,"region3",0.125903279901042,-8.00442971221875
"Lebanon","M","noEdu.primary","15-19",2011,NA,59300,"region3",0.120319897405851,-6.80955259834613
"Lebanon","F","noEdu.primary","15-19",2012,NA,55460,"region3",0.171854894605098,-7.43141449671848
"Lebanon","M","secondary.higher","15-19",2012,NA,177820,"region3",0.0985786152308555,-7.44212638990841
"Lebanon","F","secondary.higher","15-19",2012,NA,197800,"region3",0.123766775929658,-8.03322804735473
"Lebanon","M","noEdu.primary","15-19",2012,NA,58200,"region3",0.125833613311994,-6.83985104786655
"Lebanon","F","noEdu.primary","15-19",2013,NA,53840,"region3",0.178421128557781,-7.46040647841112
"Lebanon","M","secondary.higher","15-19",2013,NA,190580,"region3",0.0953461534545239,-7.46635508178823
"Lebanon","F","secondary.higher","15-19",2013,NA,210500,"region3",0.122713535218161,-8.05852658324793
"Lebanon","M","noEdu.primary","15-19",2013,NA,57100,"region3",0.129235987424997,-6.86557629337166
"Lebanon","F","noEdu.primary","15-19",2014,NA,52220,"region3",0.183749822825344,-7.47969910747389
"Lebanon","M","secondary.higher","15-19",2014,NA,203340,"region3",0.0932734327436521,-7.47997820334596
"Lebanon","F","secondary.higher","15-19",2014,NA,223200,"region3",0.119660154771262,-8.07338244032596
"Lebanon","M","noEdu.primary","15-19",2014,NA,56000,"region3",0.131319616468147,-6.87896837899174
"Lebanon","F","noEdu.primary","15-19",2015,NA,50600,"region3",0.195792818057428,-7.5698653137051
"Lebanon","M","secondary.higher","15-19",2015,NA,216100,"region3",0.103809648033633,-7.57169031452923
"Lebanon","F","secondary.higher","15-19",2015,NA,235900,"region3",0.127879794967108,-8.16599525160984
"Lebanon","M","noEdu.primary","15-19",2015,NA,54900,"region3",0.144097542889981,-6.96966073418163
"North Macedonia","F","noEdu.primary","15-19",1978,NA,34080,"region1",0.207983606350627,-7.19445955276041
"North Macedonia","M","secondary.higher","15-19",1978,NA,71400,"region1",0.121448207422363,-6.91080056299143
"North Macedonia","F","secondary.higher","15-19",1978,NA,53380,"region1",0.197138033230623,-7.63548013206333
"North Macedonia","M","noEdu.primary","15-19",1978,NA,21000,"region1",0.187545022740494,-6.47607556724116
"North Macedonia","F","noEdu.primary","15-19",1979,NA,32040,"region1",0.220074628618823,-7.21833130154739
"North Macedonia","M","secondary.higher","15-19",1979,NA,72700,"region1",0.123181482542085,-6.93461608156491
"North Macedonia","F","secondary.higher","15-19",1979,NA,55340,"region1",0.195765009822512,-7.65945689532426
"North Macedonia","M","noEdu.primary","15-19",1979,NA,19700,"region1",0.198393350367978,-6.49882880211181
"North Macedonia","F","noEdu.primary","15-19",1980,NA,30000,"region1",0.228735823694841,-7.24051294414982
"North Macedonia","M","secondary.higher","15-19",1980,NA,74000,"region1",0.12274282621989,-6.95791642159686
"North Macedonia","F","secondary.higher","15-19",1980,NA,57300,"region1",0.193147392701719,-7.67776889928167
"North Macedonia","M","noEdu.primary","15-19",1980,NA,18400,"region1",0.203269941986648,-6.5279547645909
"North Macedonia","F","noEdu.primary","15-19",1981,NA,28740,"region1",0.228365629368927,-7.26215115439866
"North Macedonia","M","secondary.higher","15-19",1981,NA,75480,"region1",0.121885880962599,-6.97456720082443
"North Macedonia","F","secondary.higher","15-19",1981,NA,59300,"region1",0.194463609989028,-7.69705948200627
"North Macedonia","M","noEdu.primary","15-19",1981,NA,17700,"region1",0.20709784930186,-6.54903149187579
"North Macedonia","F","noEdu.primary","15-19",1982,NA,27480,"region1",0.238239623520845,-7.28549568826359
"North Macedonia","M","secondary.higher","15-19",1982,NA,76960,"region1",0.121170052452319,-6.99320120409914
"North Macedonia","F","secondary.higher","15-19",1982,NA,61300,"region1",0.191294211380478,-7.71795478357989
"North Macedonia","M","noEdu.primary","15-19",1982,NA,17000,"region1",0.211723970073511,-6.56186409629838
"North Macedonia","F","noEdu.primary","15-19",1983,NA,26220,"region1",0.246429520609202,-7.3430350930741
"North Macedonia","M","secondary.higher","15-19",1983,NA,78440,"region1",0.124842975225893,-7.04876198406513
"North Macedonia","F","secondary.higher","15-19",1983,NA,63300,"region1",0.190465501756214,-7.77212959271696
"North Macedonia","M","noEdu.primary","15-19",1983,NA,16300,"region1",0.220948338293182,-6.61442923923276
"North Macedonia","F","noEdu.primary","15-19",1984,NA,24960,"region1",0.255134180231558,-7.35053809047557
"North Macedonia","M","secondary.higher","15-19",1984,NA,79920,"region1",0.121776015701272,-7.05546810011205
"North Macedonia","F","secondary.higher","15-19",1984,NA,65300,"region1",0.197829658105769,-7.784507808085
"North Macedonia","M","noEdu.primary","15-19",1984,NA,15600,"region1",0.223976909773596,-6.62966131555069
"North Macedonia","F","noEdu.primary","15-19",1985,NA,23700,"region1",0.263685403362609,-7.3697392799372
"North Macedonia","M","secondary.higher","15-19",1985,NA,81400,"region1",0.122598802663071,-7.06719966471268
"North Macedonia","F","secondary.higher","15-19",1985,NA,67300,"region1",0.18934366722298,-7.79229022556219
"North Macedonia","M","noEdu.primary","15-19",1985,NA,14900,"region1",0.229748643700893,-6.63872698888519
"North Macedonia","F","noEdu.primary","15-19",1986,NA,22260,"region1",0.268322655327599,-7.38020622611349
"North Macedonia","M","secondary.higher","15-19",1986,NA,80200,"region1",0.122968954297911,-7.07907373866369
"North Macedonia","F","secondary.higher","15-19",1986,NA,66900,"region1",0.194006222009046,-7.80424115279829
"North Macedonia","M","noEdu.primary","15-19",1986,NA,14000,"region1",0.24298127050195,-6.65274096172846
"North Macedonia","F","noEdu.primary","15-19",1987,NA,20820,"region1",0.276889929957715,-7.38268230381337
"North Macedonia","M","secondary.higher","15-19",1987,NA,79000,"region1",0.126285386831703,-7.09053786260675
"North Macedonia","F","secondary.higher","15-19",1987,NA,66500,"region1",0.195528551549952,-7.81490312567407
"North Macedonia","M","noEdu.primary","15-19",1987,NA,13100,"region1",0.24757406840191,-6.66548849579457
"North Macedonia","F","noEdu.primary","15-19",1988,NA,19380,"region1",0.290969404983239,-7.400057224345
"North Macedonia","M","secondary.higher","15-19",1988,NA,77800,"region1",0.128196393424644,-7.09633293554606
"North Macedonia","F","secondary.higher","15-19",1988,NA,66100,"region1",0.194094579720627,-7.81741517211249
"North Macedonia","M","noEdu.primary","15-19",1988,NA,12200,"region1",0.259467294825097,-6.68298217943154
"North Macedonia","F","noEdu.primary","15-19",1989,NA,17940,"region1",0.29887793314524,-7.40819243451615
"North Macedonia","M","secondary.higher","15-19",1989,NA,76600,"region1",0.1276866562034,-7.09519318007457
"North Macedonia","F","secondary.higher","15-19",1989,NA,65700,"region1",0.195163892840391,-7.82146899610733
"North Macedonia","M","noEdu.primary","15-19",1989,NA,11300,"region1",0.265134156321514,-6.681083811436
"North Macedonia","F","noEdu.primary","15-19",1990,NA,16500,"region1",0.313607677330363,-7.42131566775203
"North Macedonia","M","secondary.higher","15-19",1990,NA,75400,"region1",0.130121702233614,-7.115710950371
"North Macedonia","F","secondary.higher","15-19",1990,NA,65300,"region1",0.199077072767474,-7.84288223939997
"North Macedonia","M","noEdu.primary","15-19",1990,NA,10400,"region1",0.280671897392492,-6.70495188969018
"North Macedonia","F","noEdu.primary","15-19",1991,NA,15680,"region1",0.323639144662487,-7.43506055852828
"North Macedonia","M","secondary.higher","15-19",1991,NA,75380,"region1",0.131746622142537,-7.1184665915514
"North Macedonia","F","secondary.higher","15-19",1991,NA,65720,"region1",0.195171248263986,-7.83863594553542
"North Macedonia","M","noEdu.primary","15-19",1991,NA,9940,"region1",0.285204596530378,-6.70550360303336
