"country","edu.att","year","sigma"
"Tunisia","secondary.higher","1984",0.386619311075986
"Tunisia","secondary.higher","1985",0.386619311075986
"Tunisia","secondary.higher","1986",0.386619311075986
"Tunisia","secondary.higher","1987",0.386619311075986
"Tunisia","secondary.higher","1988",0.386619311075986
"Tunisia","secondary.higher","1989",NA
"Tunisia","secondary.higher","1990",NA
"Tunisia","secondary.higher","1991",NA
"Tunisia","secondary.higher","1992",NA
"Tunisia","secondary.higher","1993",NA
"Tunisia","secondary.higher","1994",NA
"Tunisia","secondary.higher","1995",NA
"Tunisia","secondary.higher","1996",NA
"Tunisia","secondary.higher","1997",NA
"Tunisia","secondary.higher","1998",NA
"Tunisia","secondary.higher","1999",NA
"Tunisia","secondary.higher","2000",NA
"Tunisia","secondary.higher","2001",NA
"Tunisia","secondary.higher","2002",NA
"Tunisia","secondary.higher","2003",NA
"Tunisia","secondary.higher","2004",NA
"Tunisia","secondary.higher","2005",NA
"Tunisia","secondary.higher","2006",NA
"Tunisia","secondary.higher","2007",NA
"Tunisia","secondary.higher","2008",NA
"Tunisia","secondary.higher","2009",NA
"Tunisia","secondary.higher","2010",NA
"Tunisia","secondary.higher","2011",NA
"Tunisia","secondary.higher","2012",NA
"Tunisia","secondary.higher","2013",NA
"Tunisia","secondary.higher","2014",NA
"Tunisia","secondary.higher","2015",NA
"Tunisia","secondary.higher","2016",NA
"Tunisia","secondary.higher","2017",NA
"Tunisia","tot","1978",0.0811740988598922
"Tunisia","tot","1979",0.0811740988598922
"Tunisia","tot","1980",0.0811740988598922
"Tunisia","tot","1981",0.0811740988598922
"Tunisia","tot","1982",0.0811740988598922
"Tunisia","tot","1983",0.0811740988598922
"Tunisia","tot","1984",0.0811740988598922
"Tunisia","tot","1985",0.0811740988598922
"Tunisia","tot","1986",0.0811740988598922
"Tunisia","tot","1987",0.0811740988598922
"Tunisia","tot","1988",0.0811740988598922
"Tunisia","tot","1989",NA
"Tunisia","tot","1990",NA
"Tunisia","tot","1991",NA
"Tunisia","tot","1992",NA
"Tunisia","tot","1993",NA
"Tunisia","tot","1994",NA
"Tunisia","tot","1995",NA
"Tunisia","tot","1996",NA
"Tunisia","tot","1997",NA
"Tunisia","tot","1998",NA
"Tunisia","tot","1999",NA
"Tunisia","tot","2000",NA
"Tunisia","tot","2001",NA
"Tunisia","tot","2002",NA
"Tunisia","tot","2003",NA
"Tunisia","tot","2004",NA
"Tunisia","tot","2005",NA
"Tunisia","tot","2006",NA
"Tunisia","tot","2007",NA
"Tunisia","tot","2008",NA
"Tunisia","tot","2009",NA
"Tunisia","tot","2010",NA
"Tunisia","tot","2011",NA
"Tunisia","tot","2012",NA
"Tunisia","tot","2013",NA
"Tunisia","tot","2014",NA
"Tunisia","tot","2015",NA
"Tunisia","tot","2016",NA
"Tunisia","tot","2017",NA
"Turkey","no.edu.primary","1978",NA
"Turkey","no.edu.primary","1979",NA
"Turkey","no.edu.primary","1980",NA
"Turkey","no.edu.primary","1981",NA
"Turkey","no.edu.primary","1982",NA
"Turkey","no.edu.primary","1983",0.0685686894500574
"Turkey","no.edu.primary","1984",0.0685686894500574
"Turkey","no.edu.primary","1985",0.0685686894500574
"Turkey","no.edu.primary","1986",0.0685686894500574
"Turkey","no.edu.primary","1987",0.0685686894500574
"Turkey","no.edu.primary","1988",0.081174098859892
"Turkey","no.edu.primary","1989",0.081174098859892
"Turkey","no.edu.primary","1990",0.081174098859892
"Turkey","no.edu.primary","1991",0.081174098859892
"Turkey","no.edu.primary","1992",0.081174098859892
"Turkey","no.edu.primary","1993",0.0837186933478423
"Turkey","no.edu.primary","1994",0.095823066385157
"Turkey","no.edu.primary","1995",0.095823066385157
"Turkey","no.edu.primary","1996",0.095823066385157
"Turkey","no.edu.primary","1997",0.095823066385157
"Turkey","no.edu.primary","1998",0.100227746620203
"Turkey","no.edu.primary","1999",0.100785565253948
"Turkey","no.edu.primary","2000",0.100785565253948
"Turkey","no.edu.primary","2001",0.100785565253948
"Turkey","no.edu.primary","2002",0.100785565253948
"Turkey","no.edu.primary","2003",0.121270127912656
"Turkey","no.edu.primary","2004",0.147687646571665
"Turkey","no.edu.primary","2005",0.147687646571665
"Turkey","no.edu.primary","2006",0.147687646571665
"Turkey","no.edu.primary","2007",0.147687646571665
"Turkey","no.edu.primary","2008",0.147687646571665
"Turkey","no.edu.primary","2009",0.193588894296982
"Turkey","no.edu.primary","2010",0.193588894296982
"Turkey","no.edu.primary","2011",0.193588894296982
"Turkey","no.edu.primary","2012",0.193588894296982
"Turkey","no.edu.primary","2013",0.193588894296982
"Turkey","no.edu.primary","2014",NA
"Turkey","no.edu.primary","2015",NA
"Turkey","no.edu.primary","2016",NA
"Turkey","no.edu.primary","2017",NA
"Turkey","secondary.higher","1978",NA
"Turkey","secondary.higher","1979",NA
"Turkey","secondary.higher","1980",NA
"Turkey","secondary.higher","1981",NA
"Turkey","secondary.higher","1982",NA
"Turkey","secondary.higher","1983",0.310532294082669
"Turkey","secondary.higher","1984",0.310532294082669
"Turkey","secondary.higher","1985",0.310532294082669
"Turkey","secondary.higher","1986",0.310532294082669
"Turkey","secondary.higher","1987",0.310532294082669
"Turkey","secondary.higher","1988",0.345954122729463
"Turkey","secondary.higher","1989",0.345954122729463
"Turkey","secondary.higher","1990",0.345954122729463
"Turkey","secondary.higher","1991",0.345954122729463
"Turkey","secondary.higher","1992",0.345954122729463
"Turkey","secondary.higher","1993",0.357317121521045
"Turkey","secondary.higher","1994",0.383751840025445
"Turkey","secondary.higher","1995",0.383751840025445
"Turkey","secondary.higher","1996",0.383751840025445
"Turkey","secondary.higher","1997",0.383751840025445
"Turkey","secondary.higher","1998",0.374938724483508
"Turkey","secondary.higher","1999",0.371373302323996
"Turkey","secondary.higher","2000",0.371373302323996
"Turkey","secondary.higher","2001",0.371373302323996
"Turkey","secondary.higher","2002",0.371373302323996
"Turkey","secondary.higher","2003",0.39549396118003
"Turkey","secondary.higher","2004",0.399258076832262
"Turkey","secondary.higher","2005",0.399258076832262
"Turkey","secondary.higher","2006",0.399258076832262
"Turkey","secondary.higher","2007",0.399258076832262
"Turkey","secondary.higher","2008",0.399258076832262
"Turkey","secondary.higher","2009",0.479305386239678
"Turkey","secondary.higher","2010",0.479305386239678
"Turkey","secondary.higher","2011",0.479305386239678
"Turkey","secondary.higher","2012",0.479305386239678
"Turkey","secondary.higher","2013",0.479305386239678
"Turkey","secondary.higher","2014",NA
"Turkey","secondary.higher","2015",NA
"Turkey","secondary.higher","2016",NA
"Turkey","secondary.higher","2017",NA
"Turkey","tot","1978",NA
"Turkey","tot","1979",NA
"Turkey","tot","1980",NA
"Turkey","tot","1981",NA
"Turkey","tot","1982",NA
"Turkey","tot","1983",0.0660388091202405
"Turkey","tot","1984",0.0660388091202405
"Turkey","tot","1985",0.0660388091202405
"Turkey","tot","1986",0.0660388091202405
"Turkey","tot","1987",0.0660388091202405
"Turkey","tot","1988",0.078186855818902
"Turkey","tot","1989",0.078186855818902
"Turkey","tot","1990",0.078186855818902
"Turkey","tot","1991",0.078186855818902
"Turkey","tot","1992",0.078186855818902
"Turkey","tot","1993",0.0800473094074161
"Turkey","tot","1994",0.0913569623400229
"Turkey","tot","1995",0.0913569623400229
"Turkey","tot","1996",0.0913569623400229
"Turkey","tot","1997",0.0913569623400229
"Turkey","tot","1998",0.0946220727731265
"Turkey","tot","1999",0.0937086199557802
"Turkey","tot","2000",0.0937086199557802
"Turkey","tot","2001",0.0937086199557802
"Turkey","tot","2002",0.0937086199557802
"Turkey","tot","2003",0.107801832998733
"Turkey","tot","2004",0.128455376089487
"Turkey","tot","2005",0.128455376089487
"Turkey","tot","2006",0.128455376089487
"Turkey","tot","2007",0.128455376089487
"Turkey","tot","2008",0.128455376089487
"Turkey","tot","2009",0.163078411303757
"Turkey","tot","2010",0.163078411303757
"Turkey","tot","2011",0.163078411303757
"Turkey","tot","2012",0.163078411303757
"Turkey","tot","2013",0.163078411303757
"Turkey","tot","2014",NA
"Turkey","tot","2015",NA
"Turkey","tot","2016",NA
"Turkey","tot","2017",NA
